  11 the	general	form	of
   1 the	commands	and	strategies
   1 the	commands	and	concretely
   1 the	command	knowledge	our
   1 the	command	instruction	was
   1 the	command	instruction	began
   1 the	command	group	was
   1 the	command	group	used
   1 the	command	group	these
   1 the	command	group	the
   1 the	command	group	received
   1 the	command	group	in
   1 the	command	group	consisted
   1 the	command	group	command
   1 the	command	group	but
   1 the	command	group	because
   1 the	command	appspecific	and
   1 the	command	app-specific	group
   1 the	command	ap	specific
   1 the	command	and	strategy
   1 the	command	2	practice
   1 the	command	2	application-specific
   1 the	columns	including	the
   1 the	column	widths	one-by-one
   1 the	column	headings	containing
   1 the	cmu-2	data	as
   1 the	cmu-1	experiment	students
   1 the	cmu-1	and	cmu-2
   1 the	cmu	freshman	students
   1 the	cmu	experiments	with
   1 the	cmu	experiments	we
   1 the	cmu	experiments	as
   1 the	cmu	experiments	3
   1 the	classroom	we	believe
   1 the	classroom	through	a
   1 the	class	were	then
   1 the	class	were	summarized
   1 the	class	only	command
   1 the	chosen	commands	for
   1 the	changes	we	asked
   1 the	cad	system	did
   1 the	cad	system	cognitive
   1 the	bottom	would	be
   1 the	beginning	of	a
   1 the	attributes	of	and
   1 the	arts	faculty	agreed
   1 the	arts	faculty	2
   1 the	art	students	required
   1 the	art	students	included
   1 the	art	students	at
   1 the	art	department	faculty
   1 the	architects	were	not
   1 the	approach	to	be
   1 the	approach	could	be
   1 the	applicationspecific	strategy	2
   1 the	applications	taught	similarly
   1 the	applications	in	which
   1 the	applications	as	previously
   1 the	application-specific	strategy	so
   1 the	application-specific	strategy	of
   1 the	application-specific	strategy	just
   1 the	application-specific	strategic	knowledge
   1 the	application-specific	form	of
   1 the	analysis	this	left
   1 the	analysis	criteria	were
   1 the	amount	of	setup
   1 the	ambiguity	we	have
   1 the	alternate	methods	e
   1 the	aforementioned	two	frameworks
   1 the	advantage	of	using
   1 the	added	benefit	of
   1 the	added	advantage	of
   1 the	actual	words	to
   1 the	actual	numbers	of
   1 the	acquisition	of	strategic
   1 the	acquisition	of	knowledge
   1 the	acquisition	of	command-knowledge
   1 the	acm	digital	library
   1 the	absence	of	knowing
   1 the	absence	of	a
   1 the	above	three	knowledge
   1 the	above	goal	led
   1 the	9	strategies	were
   1 the	12	strategy	opportunities
   1 that	would	provide	brief
   1 that	wished	to	explore
   1 that	while	most	users
   1 that	when	two	information
   1 that	whatever	the	medium
   1 that	were	relevant	to
   1 that	were	relevant	and
   1 that	were	important	for
   1 that	were	general	across
   1 that	were	appropriate	to
   1 that	we	were	successful
   1 that	we	teach	powerpoint
   1 that	we	taught	we
   1 that	we	have	abstracted
   1 that	we	had	chosen
   1 that	was	particularly	useful
   1 that	was	not	motivating
   1 that	was	motivating	and
   1 that	was	different	from
   1 that	warrants	the	strategy
   1 that	users	have	difficulty
   1 that	users	are	likely
   1 that	used	those	commands
   1 that	under	certain	conditions
   1 that	um-1	students	acquired
   1 that	transfer	of	strategic
   1 that	transfer	is	improved
   1 that	transfer	did	occur
   1 that	to	learn	how
   1 that	they	could	not
   1 that	they	could	lead
   1 that	they	can	use
   1 that	these	strategies	required
   1 that	these	applications	provided
   1 that	their	performance	on
   1 that	the	top	pane
   1 that	the	strategy-based	instruction
   1 that	the	strategy	framework
   1 that	the	population	consisted
   1 that	the	need	for
   1 that	the	mean	proportions
   1 that	the	instructional	framework
   1 that	the	instructional	approach
   1 that	the	general	form
   1 that	the	architects	were
   1 that	the	advantage	of
   1 that	tested	the	robustness
   1 that	teaching	commands	with
   1 that	take	around	an
   1 that	such	research	will
   1 that	such	attempts	should
   1 that	students	typically	have
   1 that	students	could	in
   1 that	strategic	knowledge	was
   1 that	saves	time	when
   1 that	recognizes	when	to
   1 that	provides	knowledge	of
   1 that	particular	opportunity	this
   1 that	our	instructional	framework
   1 that	once	commands	such
   1 that	no	significant	difference
   1 that	need	to	share
   1 that	most	users	persist
   1 that	most	users	do
   1 that	might	conspire	against
   1 that	method	finally	the
   1 that	method	fails	to
   1 that	knowledge	across	applications
   1 that	it	was	important
   1 that	it	was	designed
   1 that	it	might	be
   1 that	it	enables	users
   1 that	it	can	be
   1 that	interfaces	could	automatically
   1 that	instead	of	attempting
   1 that	included	those	component
   1 that	higher	retention	of
   1 that	helped	to	organize
   1 that	have	minimal	functionality
   1 that	had	11	different
   1 that	generate	actions	which
   1 that	generalized	across	authoring
   1 that	generalize	across	computerauthoring
   1 that	for	the	most
   1 that	focuses	only	on
   1 that	focused	on	the
   1 that	focus	on	each
   1 that	five	strategies	opportunities
   1 that	explored	how	to
   1 that	each	requires	three
   1 that	could	improve	the
   1 that	could	be	automatically
   1 that	commands	should	be
   1 that	command	to	know
   1 that	command	knowledge	should
   1 that	closely	followed	our
   1 that	can	be	viewed
   1 that	can	be	done
   1 that	can	assist	users
   1 that	are	task-specific	and
   1 that	are	relevant	to
   1 that	are	connected	through
   1 that	applications	varied	in
   1 that	application-general	strategic	knowledge
   1 that	application	the	retention
   1 that	an	effective	way
   1 that	a	user	was
   1 that	a	user	is
   1 that	a	few	strategies
   1 than	we	provided	however
   1 than	we	expected	the
   1 than	on	learning	to
   1 than	a	few	bhavnani
   1 text	was	generalized	to
   1 text	numbers	or	graphic
   1 text	into	a	numbered
   1 text	2	4	5
   1 tests	on	the	frequencies
   1 tests	of	systems	that
   1 testing	the	same	general
   1 testing	the	robustness	of
   1 testing	our	approach	in
   1 testing	educational	interventions	in
   1 tested	whether	the	strategy
   1 tested	whether	the	instructional
   1 tested	whether	strategic	knowledge
   1 tested	the	robustness	of
   1 tested	the	instructional	design
   1 tested	in	a	single
   1 tested	for	transfer	in
   1 tested	each	strategy	individually
   1 test	whether	the	strategy
   1 test	were	significant	in
   1 test	were	given	isomorphs
   1 test	this	result	with
   1 test	the	students	in
   1 test	the	strategy-based	instruction
   1 test	the	robustness	of
   1 test	the	changes	we
   1 test	strategies	in	that
   1 test	showed	that	the
   1 test	showed	high	retention
   1 test	see	appendix	c
   1 test	robustness	and	retention
   1 test	on	the	frequencies
   1 test	on	each	individual
   1 test	of	robustness	is
   1 test	if	this	had
   1 test	if	the	general
   1 test	and	therefore	was
   1 test	and	the	posttest
   1 terms	there	must	exist
   1 terms	there	must	be
   1 terms	the	selection	rules
   1 template	shown	in	figure
   1 temperature	in	a	large
   1 temperature	data	this	approach
   1 temperature	data	one	way
   1 technology	in	education	1999
   1 technology	e	g	ethical
   1 technology	e	g	as
   1 technical	students	included	organizing
   1 technical	discipline	this	assignment
   1 technical	background	finally	command
   1 teaching	the	strategies	prior
   1 teaching	the	strategic	use
   1 teaching	the	second	half
   1 teaching	the	effective	and
   1 teaching	the	commands	however
   1 teaching	the	cmu	freshman
   1 teaching	such	applications	for
   1 teaching	students	with	non-technical
   1 teaching	strategy-based	instruction	we
   1 teaching	strategy-based	instruction	over
   1 teaching	strategy-based	instruction	and
   1 teaching	strategies	to	perform
   1 teaching	strategies	to	novice
   1 teaching	pertinent	commands	and
   1 teaching	of	these	was
   1 teaching	of	the	commands
   1 teaching	of	strategies	through
   1 teaching	how	to	use
   1 teaching	high-level	skills	that
   1 teaching	guides	to	help
   1 teaching	guides	the	graduate
   1 teaching	guides	provide	structure
   1 teaching	guides	for	dreamweaver
   1 teaching	guides	discussed	in
   1 teaching	guides	and	handouts
   1 teaching	guide	that	closely
   1 teaching	guide	for	the
   1 teaching	guide	concerned	with
   1 teaching	each	application	to
   1 teaching	consistency	across	instructors
   1 teaching	computer	skills	through
   1 teaching	computer	commands	we
   1 teaching	commands	with	strategies
   1 teaching	commands	we	are
   1 teaching	commands	did	not
   1 teaching	both	commands	and
   1 teaching	assistants	and	tasks
   1 teaching	approach	called	strategy-based
   1 teaching	application-specific	strategic	knowledge
   1 teaching	and	in	the
   1 teaching	almost	400	students
   1 teaching	a	set	of
   1 teaching	a	large	number
   1 teachers	typically	design	their
   1 teach	when	to	use
   1 teach	those	strategies	over
   1 teach	these	strategies	section
   1 teach	therefore	we	were
   1 teach	their	freshman	students
   1 teach	the	strategy	view
   1 teach	the	respective	courses
   1 teach	the	general	form
   1 teach	the	course	these
   1 teach	the	above	three
   1 teach	strategies	was	to
   1 teach	strategies	explicitly	we
   1 teach	strategies	explicitly	2
   1 teach	strategic	knowledge	to
   1 teach	powerpoint	in	addition
   1 teach	new	applications	to
   1 teach	new	applications	3
   1 teach	it	did	not
   1 teach	instructors	how	to
   1 teach	in	dreamweaver	17
   1 teach	how	to	use
   1 teach	general	strategies	to
   1 teach	general	strategies	as
   1 teach	freshman	art	students
   1 teach	efficient	and	effective
   1 teach	dreamweaver	a	web-authoring
   1 teach	different	types	of
   1 teach	content	the	teaching
   1 teach	computer	applications	in
   1 teach	component	skills	before
   1 teach	commands	in	the
   1 teach	commands	but	the
   1 teach	commands	and	strategies
   1 teach	command	knowledge	was
   1 teach	application	commands	such
   1 teach	and	evaluate	strategies
   1 taught	with	examples	that
   1 taught	with	a	new
   1 taught	we	believe	our
   1 taught	was	abstracted	to
   1 taught	until	then	in
   1 taught	to	teach	commands
   1 taught	to	recognize	opportunities
   1 taught	the	strategy	multiple
   1 taught	the	same	strategy
   1 taught	the	same	commands
   1 taught	the	existing	cmu
   1 taught	the	course	content
   1 taught	the	conditions	of
   1 taught	strategic	knowledge	explicitly
   1 taught	similarly	the	application-specific
   1 taught	only	the	application-specific
   1 taught	only	command	knowledge
   1 taught	one	can	argue
   1 taught	in	two	iterations
   1 taught	in	their	handout
   1 taught	in	the	same
   1 taught	in	the	experimental
   1 taught	in	the	command
   1 taught	in	each	group
   1 taught	in	combination	with
   1 taught	in	a	new
   1 taught	how	to	use
   1 taught	explicitly	several	studies
   1 taught	commands	before	teaching
   1 taught	command	knowledge	and
   1 taught	by	undergraduate	students
   1 taught	before	strategies	that
   1 taught	as	it	was
   1 taught	application-specific	strategies	in
   1 taught	all	the	three
   1 taught	1	the	commands
   1 tasks	will	reveal	robustness
   1 tasks	were	designed	to
   1 tasks	were	designed	based
   1 tasks	were	13	opportunities4
   1 tasks	used	in	cmu-1
   1 tasks	the	posttest	was
   1 tasks	that	were	relevant
   1 tasks	that	warrants	the
   1 tasks	taught	in	the
   1 tasks	suggested	the	existence
   1 tasks	steps	1-3	however
   1 tasks	step	1	for
   1 tasks	required	them	to
   1 tasks	other	reasons	for
   1 tasks	or	focus	on
   1 tasks	one	each	in
   1 tasks	methods	that	are
   1 tasks	like	the	previous
   1 tasks	involving	different	information
   1 tasks	in	a	wide
   1 tasks	in	a	specific
   1 tasks	however	while	a
   1 tasks	furthermore	because	such
   1 tasks	for	the	technical
   1 tasks	for	the	art
   1 tasks	for	dreamweaver	this
   1 tasks	for	dreamweaver	require
   1 tasks	for	demonstration	and
   1 tasks	effectively	and	efficiently
   1 tasks	described	earlier	and
   1 tasks	demonstrating	the	utility
   1 tasks	and	where	the
   1 tasks	and	lee	and
   1 tasks	and	instructions	on
   1 tasks	analyses	of	tasks
   1 task-specific	and	difficult	to
   1 task-related	cues	is	difficult
   1 task	was	to	split
   1 task	was	to	scroll
   1 task	was	to	avoid
   1 task	to	be	delegated
   1 task	time	and	effective
   1 task	the	criteria	for
   1 task	that	was	different
   1 task	such	active	processing
   1 task	step	2	this
   1 task	situations	while	the
   1 task	requiring	a	change
   1 task	prior	research	also
   1 task	is	to	aggregate
   1 task	instead	of	merely
   1 task	if	that	method
   1 task	i	one	explanation
   1 task	from	user	actions
   1 task	for	example	after
   1 task	for	example	a
   1 task	files	which	were
   1 task	file	for	evidence
   1 task	e	g	creating
   1 task	did	not	motivate
   1 task	characteristics	is	not
   1 task	by	using	the
   1 task	but	are	quickly
   1 task	at	hand	rather
   1 task	and	their	rationale
   1 task	and	the	rationale
   1 task	and	connect	them
   1 task	a	brief	questionnaire
   1 task	3a	in	msexcel
   1 task	2a	in	msword
   1 target	those	strategies	like
   1 taking	the	retention	test
   1 takes	the	position	that
   1 take	the	retention	test
   1 take	part	in	the
   1 take	it	this	result
   1 take	around	an	hour
   1 take	an	entire	semester
   1 take	a	maximum	of
   1 tabular	organization	under	any
   1 tabs	to	construct	a
   1 tables	while	the	strategies
   1 tables	which	are	used
   1 tables	it	is	more
   1 tables	and	lists	for
   1 table	whose	organization	may
   1 table	vi	in	appendix
   1 table	shown	in	appendixa
   1 table	iv	there	were
   1 table	in	the	middle
   1 table	in	contrast	to
   1 table	iii	shows	the
   1 table	ii	while	a
   1 table	ii	the	strategy
   1 table	ii	the	results
   1 table	ii	may	be
   1 table	i	to	use
   1 table	i	task	2a
   1 table	i	shows	the
   1 table	command	in	msword
   1 table	at	the	beginning
   1 table	and	that	can
   1 t-test	of	the	proportions
   1 t	88	6	73
   1 t	511	0	63
   1 t	48	0034	p
   1 t	34	3	21
   1 t	151	3	97
   1 systems	to	perform	real-world
   1 systems	this	argument	takes
   1 systems	that	take	around
   1 systems	e	g	shaw
   1 systems	bhavnani	et	al
   1 systems	bhavnani	and	john
   1 systematically	across	applications	the
   1 systematic	studies	that	explored
   1 systematic	attempts	to	address
   1 systematic	approach	to	organize
   1 system	more	efficiently	few
   1 system	did	not	use
   1 system	cognitive	analysis	of
   1 system	can	be	linked
   1 suresh	k	bhavnani	university
   1 summative	task	e	g
   1 summary	of	the	strategy-based
   1 summary	of	extending	strategy-based
   1 summarized	step	4	the
   1 summarized	by	explicitly	pointing
   1 suggests	the	absence	of
   1 suggests	that	transfer	is
   1 suggests	that	these	strategies
   1 suggests	that	teaching	commands
   1 suggested	to	us	that
   1 suggested	the	existence	of
   1 suggested	that	transfer	of
   1 suggested	that	students	typically
   1 suggested	by	the	students
   1 suggested	by	many	researchers
   1 suggest	to	the	user
   1 suggest	the	use	of
   1 suggest	that	the	instructional
   1 suggest	that	most	users
   1 such	teaching	guides	provide
   1 such	task-related	cues	is
   1 such	suboptimal	methods	provide
   1 such	strategies	furthermore	a
   1 such	strategies	are	critical
   1 such	research	will	help
   1 such	research	should	continue
   1 such	recognition	often	does
   1 such	projects	should	target
   1 such	problems	overall	the
   1 such	opportunities	generalize	across
   1 such	objects	as	in
   1 such	knowledge	as	we
   1 such	iteration	strategies	found
   1 such	general	and	goal-directed
   1 such	cases	instead	of
   1 such	attempts	should	where
   1 such	as	tutors	and
   1 such	as	through	minimalist
   1 such	as	the	screen
   1 such	as	tables	and
   1 such	as	split	window
   1 such	as	providing	a
   1 such	as	math	and
   1 such	as	formulas	in
   1 such	applications	for	example
   1 such	an	approach	was
   1 such	ambiguity	can	lead
   1 such	active	processing	has
   1 such	a	test	of
   1 successfully	extended	to	new
   1 successful	when	the	detection
   1 successful	it	may	be
   1 successful	in	extending	both
   1 success	of	our	strategy-based
   1 succeed	in	achieving	goals
   1 substantial	knowledge	of	commands
   1 subsequent	applications	2	3
   1 suboptimal	methods	provide	immediate
   1 suboptimal	methods	e	g
   1 styles	to	text	2
   1 styles	command	in	word
   1 style	using	the	msword
   1 style	use	and	then
   1 style	of	instruction	most
   1 style	here	a	user
   1 style	command	strategy	use
   1 study	was	to	analyze
   1 study	to	probe	the
   1 study	to	observe	how
   1 study	suggested	that	transfer
   1 study	revealed	that	the
   1 study	for	406	this
   1 study	because	we	1
   1 studies	which	show	that
   1 studies	which	have	reported
   1 studies	that	explored	how
   1 studies	see	singley	and
   1 studies	in	the	use
   1 studies	had	identified	the
   1 studies	had	identified	a
   1 students	with	very	little
   1 students	with	non-technical	majors
   1 students	who	were	trained
   1 students	who	were	hired
   1 students	who	opted	to
   1 students	who	had	difficulty
   1 students	who	did	not
   1 students	who	already	have
   1 students	were	then	told
   1 students	were	then	given
   1 students	were	spaced	out
   1 students	were	shown	how
   1 students	were	shown	a
   1 students	were	randomly	assigned
   1 students	were	presented	with
   1 students	were	instructed	to
   1 students	were	given	credit
   1 students	were	given	a
   1 students	were	divided	into
   1 students	were	asked	to
   1 students	were	asked	how
   1 students	watched	the	instructor
   1 students	was	the	same
   1 students	um-1	as	discussed
   1 students	typically	have	higher
   1 students	to	provide	an
   1 students	to	perform	a
   1 students	to	learn	strategies
   1 students	to	learn	effective
   1 students	to	find	which
   1 students	to	discuss	alternate
   1 students	to	complete	after
   1 students	to	build	a
   1 students	this	yielded	25
   1 students	this	was	done
   1 students	the	students	were
   1 students	the	strategic	use
   1 students	the	command	group
   1 students	taking	the	retention
   1 students	such	a	test
   1 students	respectively	similar	to
   1 students	required	a	considerable
   1 students	recognized	the	opportunity
   1 students	performed	on	their
   1 students	over	five	years
   1 students	our	guides	provided
   1 students	never	receive	instruction
   1 students	left	the	computer
   1 students	is	designed	to
   1 students	in	which	they
   1 students	in	the	strategy
   1 students	in	the	retention
   1 students	in	the	experiment
   1 students	in	the	command
   1 students	in	the	classroom
   1 students	in	previous	years
   1 students	in	four	strategy
   1 students	in	each	condition
   1 students	in	both	conditions
   1 students	in	an	interactive
   1 students	in	a	format
   1 students	how	the	strategies
   1 students	had	one	extra
   1 students	furthermore	we	tested
   1 students	from	technical	and
   1 students	from	each	technical
   1 students	for	example	the
   1 students	exploiting	those	opportunities
   1 students	enrolled	in	the
   1 students	could	upload	their
   1 students	could	in	fact
   1 students	controlled	experiments	demonstrated
   1 students	construct	knowledge	through
   1 students	constituted	76	of
   1 students	by	discussing	the
   1 students	bereiter	2002	borko
   1 students	because	the	strategies
   1 students	at	michigan	our
   1 students	at	carnegie	mellon
   1 students	are	made	to
   1 students	and	was	designed
   1 students	and	addressed	the
   1 students	acquired	in	the
   1 students	3	3	summary
   1 students	2	the	art
   1 students	2	2	2
   1 student	we	analyzed	each
   1 student	to	begin	to
   1 student	s	completed	task
   1 student	populations	with	both
   1 student	instructors	who	had
   1 student	instructors	modified	and
   1 student	in	the	strategy
   1 student	either	used	a
   1 student	2	command	logs
   1 structure	to	scaffold	new
   1 structure	for	instruction	but
   1 structure	and	improvisation	is
   1 stressed	the	need	for
   1 strategybased	instruction	for	students
   1 strategy-group	instructors	got	extra
   1 strategy-based	instructional	prototype	our
   1 strategy-based	instructional	prototype	in
   1 strategy-based	instructional	framework	was
   1 strategy-based	instructional	framework	the
   1 strategy-based	instructional	framework	that
   1 strategy-based	instructional	framework	as
   1 strategy-based	instructional	design	the
   1 strategy-based	instructional	approach	when
   1 strategy-based	instructional	approach	the
   1 strategy-based	instructional	approach	in
   1 strategy-based	instructional	approach	be
   1 strategy-based	instruction	with	two
   1 strategy-based	instruction	which	was
   1 strategy-based	instruction	we	tested
   1 strategy-based	instruction	we	conclude
   1 strategy-based	instruction	to	teach
   1 strategy-based	instruction	to	new
   1 strategy-based	instruction	to	freshman
   1 strategy-based	instruction	to	almost
   1 strategy-based	instruction	to	address
   1 strategy-based	instruction	this	approach
   1 strategy-based	instruction	that	can
   1 strategy-based	instruction	students	were
   1 strategy-based	instruction	section	3
   1 strategy-based	instruction	prototype	we
   1 strategy-based	instruction	over	several
   1 strategy-based	instruction	on	learning
   1 strategy-based	instruction	on	a
   1 strategy-based	instruction	lessons	learned
   1 strategy-based	instruction	is	that
   1 strategy-based	instruction	is	motivated
   1 strategy-based	instruction	in	new
   1 strategy-based	instruction	however	our
   1 strategy-based	instruction	has	often
   1 strategy-based	instruction	for	teaching
   1 strategy-based	instruction	effectively	finally
   1 strategy-based	instruction	began	with
   1 strategy-based	instruction	and	5
   1 strategy-based	instruction	1	enabled
   1 strategy-based	implementation	followed	the
   1 strategy-based	course	the	time
   1 strategy	where	possible	we
   1 strategy	was	generalized	to
   1 strategy	was	discussed	and
   1 strategy	use	was	assessed
   1 strategy	use	the	rest
   1 strategy	use	the	extra
   1 strategy	use	for	each
   1 strategy	use	comparable	to
   1 strategy	use	and	the
   1 strategy	to	reuse	information
   1 strategy	to	modify	distant
   1 strategy	therefore	for	each
   1 strategy	that	saves	time
   1 strategy	that	it	was
   1 strategy	so	that	it
   1 strategy	other	approaches	such
   1 strategy	or	did	not
   1 strategy	opportunity	as	shown
   1 strategy	opportunities	was	different
   1 strategy	opportunities	shown	in
   1 strategy	opportunities	showed	a
   1 strategy	opportunities	p	0
   1 strategy	opportunities	none	of
   1 strategy	opportunities	more	difficult
   1 strategy	opportunities	i	j
   1 strategy	opportunities	for	evidence
   1 strategy	opportunities	for	each
   1 strategy	opportunities	f/k	and
   1 strategy	opportunities	but	the
   1 strategy	opportunities	b	and
   1 strategy	of	using	the
   1 strategy	of	splitting	the
   1 strategy	multiple	times	with
   1 strategy	manual	that	would
   1 strategy	just	taught	was
   1 strategy	just	taught	in
   1 strategy	itself	in	its
   1 strategy	is	useful	singley
   1 strategy	is	useful	and
   1 strategy	is	clearly	useful
   1 strategy	instruction	included	problemsolving
   1 strategy	instruction	in	a
   1 strategy	instruction	harmed	command
   1 strategy	instruction	for	example
   1 strategy	instruction	at	all
   1 strategy	individually	to	provide
   1 strategy	in	word	and
   1 strategy	in	the	context
   1 strategy	in	that	particular
   1 strategy	in	subsequent	applications
   1 strategy	in	msword	while
   1 strategy	in	msword	to
   1 strategy	in	its	transfer
   1 strategy	in	excel	this
   1 strategy	in	appendix-a	is
   1 strategy	if	they	explicitly
   1 strategy	i	e	a
   1 strategy	handout	similar	to
   1 strategy	handout	in	addition
   1 strategy	handout	containing	the
   1 strategy	groups	this	test
   1 strategy	groups	for	the
   1 strategy	group	was	taught
   1 strategy	group	used	68
   1 strategy	group	therefore	while
   1 strategy	group	the	mean
   1 strategy	group	than	the
   1 strategy	group	respectively	where
   1 strategy	group	received	the
   1 strategy	group	performed	the
   1 strategy	group	mean	95
   1 strategy	group	instructor	training
   1 strategy	group	included	the
   1 strategy	group	in	um-1
   1 strategy	group	in	cmu-2
   1 strategy	group	had	instruction
   1 strategy	group	had	a
   1 strategy	group	for	the
   1 strategy	group	could	be
   1 strategy	group	consisted	of
   1 strategy	group	analysis	of
   1 strategy	group	95	54
   1 strategy	group	3	see
   1 strategy	group	2	4
   1 strategy	gick	and	holyoak
   1 strategy	g	view	parts
   1 strategy	framework	was	developed
   1 strategy	framework	the	strategy
   1 strategy	framework	that	specified
   1 strategy	framework	that	helped
   1 strategy	framework	consisting	of
   1 strategy	enables	the	iterative
   1 strategy	described	earlier	to
   1 strategy	by	teaching	the
   1 strategy	by	sequencing	different
   1 strategy	but	with	different
   1 strategy	bossock	and	holyoak
   1 strategy	as	it	is
   1 strategy	and	then	showing
   1 strategy	and	the	realized
   1 strategy	and	the	method
   1 strategy	and	an	associated
   1 strategy	and	3	taught
   1 strategy	3	application-general	strategic
   1 strategy	2	the	conditions
   1 strategy	2	2	3
   1 strategies1	for	using	computer
   1 strategies	without	harming	command
   1 strategies	within	an	application
   1 strategies	with	the	existing
   1 strategies	with	appropriate	demonstration
   1 strategies	were	too	abstract
   1 strategies	were	tightly	integrated
   1 strategies	were	retained	over
   1 strategies	were	instantiated	in
   1 strategies	we	first	need
   1 strategies	we	believe	this
   1 strategies	was	to	first
   1 strategies	used	was	68
   1 strategies	used	was	42
   1 strategies	transfer	across	applications
   1 strategies	trade	off	the
   1 strategies	to	use	complex
   1 strategies	to	teach	efficient
   1 strategies	to	perform	tasks
   1 strategies	to	perform	effective
   1 strategies	to	novice	users
   1 strategies	through	our	early
   1 strategies	this	was	achieved
   1 strategies	themselves	generalized	with
   1 strategies	the	students	were
   1 strategies	that	were	general
   1 strategies	that	we	taught
   1 strategies	that	we	had
   1 strategies	that	used	those
   1 strategies	that	generalized	across
   1 strategies	that	generalize	across
   1 strategies	that	could	improve
   1 strategies	step	9	all
   1 strategies	shown	in	appendix
   1 strategies	should	be	taught
   1 strategies	see	table	vi
   1 strategies	section	2	reviews
   1 strategies	required	more	instruction
   1 strategies	prior	research	has
   1 strategies	presented	in	the
   1 strategies	over	five	years
   1 strategies	our	experiments	have
   1 strategies	opportunities	d	i
   1 strategies	none	of	the
   1 strategies	need	to	be
   1 strategies	might	have	the
   1 strategies	like	the	ones
   1 strategies	instructors	in	both
   1 strategies	in	the	applications
   1 strategies	in	the	absence
   1 strategies	in	that	application
   1 strategies	in	dreamweaver	3
   1 strategies	in	appendix	a
   1 strategies	in	all	applications
   1 strategies	in	a	new
   1 strategies	furthermore	a	goms
   1 strategies	found	that	they
   1 strategies	for	use	with
   1 strategies	exploit	general	powers
   1 strategies	explicitly	we	first
   1 strategies	explicitly	2	the
   1 strategies	did	not	require
   1 strategies	despite	many	years
   1 strategies	despite	knowing	how
   1 strategies	can	enable	users
   1 strategies	can	be	taught
   1 strategies	can	be	instantiated
   1 strategies	can	be	applied
   1 strategies	can	be	achieved
   1 strategies	but	because	the
   1 strategies	bhavnani	et	al
   1 strategies	before	we	designed
   1 strategies	before	teaching	commands
   1 strategies	based	on	four
   1 strategies	based	on	chi-square
   1 strategies	based	on	4
   1 strategies	as	new	powers
   1 strategies	as	a	unifying
   1 strategies	are	virtually	identical
   1 strategies	are	more	cost
   1 strategies	are	more	beneficial
   1 strategies	are	generally	stated
   1 strategies	are	critical	to
   1 strategies	are	automatically	acquired
   1 strategies	and	to	execute
   1 strategies	and	their	instantiations
   1 strategies	and	the	remaining
   1 strategies	and	is	in
   1 strategies	and	instantiate	them
   1 strategies	and	examples	of
   1 strategies	and	2	a
   1 strategies	allow	users	to
   1 strategies	across	applications	there
   1 strategies	4	guidelines	for
   1 strategies	4	2	strategies
   1 strategies	3	approaches	to
   1 strategies	2	benefited	student
   1 strategies	2	4	2
   1 strategically	within	msword	we
   1 strategically	within	an	application
   1 strategic	use	of	complex
   1 strategic	skill	to	a
   1 strategic	knowledge	without	harming
   1 strategic	knowledge	without	also
   1 strategic	knowledge	while	there
   1 strategic	knowledge	was	retained
   1 strategic	knowledge	to	make
   1 strategic	knowledge	to	improve
   1 strategic	knowledge	that	we
   1 strategic	knowledge	that	they
   1 strategic	knowledge	that	provides
   1 strategic	knowledge	that	includes
   1 strategic	knowledge	over	time
   1 strategic	knowledge	may	be
   1 strategic	knowledge	it	was
   1 strategic	knowledge	in	multiple
   1 strategic	knowledge	for	example
   1 strategic	knowledge	explicitly	before
   1 strategic	knowledge	could	be
   1 strategic	knowledge	after	one
   1 strategic	knowledge	across	all
   1 still	called	the	strategy
   1 steps	were	repeated	for
   1 steps	of	changing	the
   1 steps	of	a	command
   1 steps	5-8	were	repeated
   1 steps	1-3	however	the
   1 step	we	tested	for
   1 step	was	passive	it
   1 step	9	all	the
   1 step	8	steps	5-8
   1 step	7	the	students
   1 step	6	the	instructor
   1 step	5	then	the
   1 step	4	the	command
   1 step	3	in	this
   1 step	2	this	demonstration
   1 step	10	the	steps
   1 step	1	for	example
   1 statistically	significant	difference	in
   1 statistically	significant	difference	between
   1 statistically	significant	based	on
   1 statistical	comparisons	with	the
   1 statistical	comparison	however	based
   1 statistical	comparison	between	um-1
   1 stated	that	the	advantage
   1 stated	and	can	be
   1 state	productions	which	produce
   1 stages	of	computer	literacy
   1 spreadsheets	nilsen	et	al
   1 spreadsheet	we	hypothesized	that
   1 spreadsheet	users	perform	a
   1 spreadsheet	the	instructions	also
   1 spreadsheet	tasks	and	lee
   1 spreadsheet	task	i	one
   1 spreadsheet	in	order	to
   1 spreadsheet	containing	temperature	data
   1 spreadsheet	can	be	organized
   1 spreadsheet	can	be	linked
   1 spreadsheet	are	just	too
   1 spontaneously	just	from	knowing
   1 spontaneously	discover	and	use
   1 splitting	the	window	before
   1 split-window	strategy	was	discussed
   1 split-window	command	that	focus
   1 split-window	command	3	application-general
   1 split	window	scroll	and
   1 split	window	or	new
   1 split	window	command	the
   1 split	window	command	such
   1 split	window	command	necessary
   1 split	window	command	its
   1 split	window	command	in
   1 split	window	command	can
   1 split	window	command	available
   1 split	window	command	and
   1 split	window	and	scroll
   1 split	the	screen	into
   1 spent	teaching	both	commands
   1 spent	on	teaching	pertinent
   1 spent	by	students	was
   1 specified	the	general	principles
   1 specified	the	general	powers
   1 specification	when	the	specification
   1 specification	is	modified	all
   1 specific	group	and	the
