  10 than	or	equal	to
   1 the	overall	findings	suggest
   1 the	output	of	the
   1 the	outcome	of	the
   1 the	other	two	are
   1 the	other	issue	is
   1 the	other	hand	field-dependent
   1 the	other	frame	change
   1 the	other	column	provides
   1 the	other	available	sections
   1 the	opportunity	to	move
   1 the	opinions	of	others
   1 the	only	one	human
   1 the	number	k	of
   1 the	number	and	percentage
   1 the	next	step	starts
   1 the	next	phase	based
   1 the	needs	of	learners
   1 the	needs	of	different
   1 the	nature	and	extent
   1 the	most	widely	studied
   1 the	most	pertinent	factors
   1 the	most	important	and
   1 the	most	frequently	used
   1 the	most	efficient	outcome
   1 the	model	generated	can
   1 the	model	consists	of
   1 the	model	and	the
   1 the	methods	of	data
   1 the	methodology	used	to
   1 the	menu	more	than
   1 the	members	of	one
   1 the	measurement	of	these
   1 the	meaningful	relationships	between
   1 the	mean	vectors	of
   1 the	mean	values	and
   1 the	mean	and	standard
   1 the	material	scarsbrook	et
   1 the	map	field-dependent	learners
   1 the	majority	of	field-dependent
   1 the	major	source	for
   1 the	main	window	for
   1 the	main	menu	less
   1 the	main	menu	hierarchical
   1 the	main	menu	between
   1 the	main	goal	of
   1 the	main	difference	between
   1 the	main	body	of
   1 the	main	advantage	of
   1 the	lowest	wa	score
   1 the	long-page	condition	whereas
   1 the	log	file	were
   1 the	literature	of	individual
   1 the	level	of	field
   1 the	left	side	while
   1 the	learning	systems	ford
   1 the	learners	were	given
   1 the	learners	to	see
   1 the	learners	point	of
   1 the	learners	individual	characteristics
   1 the	learners	frequently	examined
   1 the	learner-centered	design	is
   1 the	latter	used	both
   1 the	latter	use	clustering
   1 the	latter	is	aimed
   1 the	key	issue	of
   1 the	k-means	algorithm	with
   1 the	k-means	algorithm	was
   1 the	k-means	algorithm	to
   1 the	k-means	algorithm	is
   1 the	k-means	algorithm	has
   1 the	k-means	algorithm	for
   1 the	internet	treatment	than
   1 the	internet	f	3
   1 the	internet	and	computer-aided
   1 the	instrument	for	measuring
   1 the	instructional	material	the
   1 the	initial	centroids	following
   1 the	information	needs	of
   1 the	information	extraction	these
   1 the	information	contained	in
   1 the	individual	parts	within
   1 the	individual	is	required
   1 the	individual	is	asked
   1 the	index	conversely	field-dependent
   1 the	independent	variable	was
   1 the	importance	of	versatility
   1 the	importance	of	cognitive
   1 the	images	on	the
   1 the	illustration	with	examples
   1 the	huge	amount	of
   1 the	highest	wa	score
   1 the	hierarchical	maps	are
   1 the	hierarchical	map	which
   1 the	hierarchical	map	visited
   1 the	hierarchical	map	to
   1 the	hierarchical	map	or
   1 the	hierarchical	map	field-dependent
   1 the	hierarchical	map	browsed
   1 the	group	embedded	figures
   1 the	goals	of	these
   1 the	goal	that	is
   1 the	goal	of	classification
   1 the	given	classes	on
   1 the	generated	results	are
   1 the	geft	the	individual
   1 the	future	the	rationale
   1 the	functions	of	genes
   1 the	functionality	of	the
   1 the	frequency	of	each
   1 the	fourth	rule	is
   1 the	fourth	level	shows
   1 the	four	data	analysis
   1 the	former	were	applied
   1 the	former	the	third
   1 the	former	is	often
   1 the	former	are	applied
   1 the	formed	clusters	one
   1 the	form	of	web
   1 the	following	trends	--cluster
   1 the	following	5	1
   1 the	first	subtest	is
   1 the	first	step	is
   1 the	first	rule	obtained
   1 the	first	presents	items
   1 the	first	phase	of
   1 the	findings	of	this
   1 the	findings	in	general
   1 the	findings	are	applied
   1 the	fifth	rule	is
   1 the	field-dependent	capacity	conversely
   1 the	fact	that	they
   1 the	fact	that	fielddependent
   1 the	fact	that	field-independent
   1 the	extra	guidance	provided
   1 the	experimental	results	obtained
   1 the	experimental	results	are
   1 the	experimental	design	and
   1 the	experimental	data	with
   1 the	experiment	took	place
   1 the	experiment	consisted	of
   1 the	experiment	and	they
   1 the	experiment	and	their
   1 the	experiment	and	the
   1 the	experiment	a	voluntary
   1 the	examples	when	analyzing
   1 the	examples	were	mainly
   1 the	examples	more	than
   1 the	examined	differences	include
   1 the	evaluations	will	emphasize
   1 the	evaluations	indicated	that
   1 the	entire	set	of
   1 the	entire	modeling	process
   1 the	entire	data	set
   1 the	empirical	findings	about
   1 the	eighth	rule	is
   1 the	eight	attributes	described
   1 the	eight	attributes	a
   1 the	effects	that	cognitive
   1 the	effects	of	students
   1 the	division	of	data
   1 the	distribution	of	the
   1 the	distribution	of	cognitive
   1 the	distinctive	cognitive	styles
   1 the	display	options	that
   1 the	display	options	detailed
   1 the	disembedding	capacity	associated
   1 the	different	learning	patterns
   1 the	different	associations	that
   1 the	differences	in	learning
   1 the	differences	between	field-dependent
   1 the	differences	among	three
   1 the	difference	in	their
   1 the	development	of	personalized
   1 the	development	of	existing
   1 the	development	of	an
   1 the	details	this	technique
   1 the	details	this	algorithm
   1 the	details	many	more
   1 the	detailed	rules	for
   1 the	detailed	descriptions	presents
   1 the	detailed	descriptions	of
   1 the	detailed	descriptions	more
   1 the	detailed	descriptions	many
   1 the	detailed	descriptions	less
   1 the	detailed	descriptions	examples
   1 the	detailed	descriptions	and
   1 the	detailed	descriptions	accessed
   1 the	detailed	descriptions	--cluster
   1 the	detailed	description	which
   1 the	design	process	otherwise
   1 the	design	of	this
   1 the	design	approaches	can
   1 the	depth-first	version	outperformed
   1 the	depth-first	version	conversely
   1 the	dependent	variables	were
   1 the	dependent	variables	because
   1 the	delivery	of	instruction
   1 the	degree	of	field
   1 the	decision	tree	that
   1 the	decision	tree	reflects
   1 the	decision	tree	is
   1 the	decision	tree	different
   1 the	decision	tree	and
   1 the	datasets	or	whether
   1 the	dataset	is	not
   1 the	datapoints	evgenia	et
   1 the	datapoints	are	assigned
   1 the	database	in	order
   1 the	data	itself	to
   1 the	data	into	two
   1 the	data	collected	from
   1 the	data	better	bandyopadhyay
   1 the	customers	by	using
   1 the	csa	or	other
   1 the	csa	offers	computerized
   1 the	csa	measures	what
   1 the	csa	includes	two
   1 the	cosmetic	business	in
   1 the	corresponding	human	factors
   1 the	corresponding	cognitive	style
   1 the	correlations	between	wa
   1 the	correlations	between	attributes
   1 the	core	of	the
   1 the	contribution	of	this
   1 the	contrary	field-dependent	students
   1 the	contents	they	wish
   1 the	contents	of	the
   1 the	content	was	divided
   1 the	content	of	the
   1 the	conceptual	structure	of
   1 the	concepts	with	practical
   1 the	computation	and	algorithms
   1 the	common	relevant	attributes
   1 the	common	irrelevant	attributes
   1 the	cognitive	styles	respectively
   1 the	cognitive	styles	analysis
   1 the	cognitive	style	dimension
   1 the	clusters	more	specifically
   1 the	cluster	whose	mean
   1 the	closest	new	centroid
   1 the	closest	centroid	the
   1 the	classification	performance	of
   1 the	claim	of	previous
   1 the	characteristics	of	the
   1 the	characteristics	of	both
   1 the	challenging	issues	in
   1 the	centroid	or	means
   1 the	cd-rom	and	text
   1 the	c4	5	because
   1 the	broadest	application	to
   1 the	breadth-first	version	performed
   1 the	breadth-first	version	field-independent
   1 the	bottom	level	of
   1 the	best	learning	patterns
   1 the	benefits	of	using
   1 the	behavior	of	each
   1 the	behavior	of	a
   1 the	basis	of	web
   1 the	basis	of	the
   1 the	basis	of	pearson
   1 the	basic	computing	and
   1 the	attributes	the	frequency
   1 the	attributes	that	reveal
   1 the	attributes	that	characterize
   1 the	attributes	that	are
   1 the	association	rules	to
   1 the	article	is	structured
   1 the	application	is	concerned
   1 the	analysis	with	anova
   1 the	analysis	of	macro
   1 the	analysis	of	corresponding
   1 the	alphabetical	index	which
   1 the	alphabetical	index	many
   1 the	alphabetical	index	looked
   1 the	alphabetical	index	by
   1 the	alphabetical	index	browsed
   1 the	algorithm	takes	each
   1 the	algorithm	runs	the
   1 the	algorithm	reveals	the
   1 the	algorithm	randomly	picks
   1 the	algorithm	is	to
   1 the	algorithm	is	a
   1 the	algorithm	for	k
   1 the	aforementioned	three-data	analysis
   1 the	aforementioned	evidence	that
   1 the	advantages	of	uncovering
   1 the	advantages	of	data
   1 that	when	learners	are
   1 that	were	first	proposed
   1 that	wbi	programs	should
   1 that	was	generated	for
   1 that	wa	scores	below
   1 that	topic	this	approach
   1 that	three	intermediate	students
   1 that	this	is	equivalent
   1 that	they	integrate	the
   1 that	they	could	use
   1 that	they	could	study
   1 that	they	are	equally
   1 that	there	were	no
   1 that	there	was	a
   1 that	there	is	no
   1 that	the	successful	usage
   1 that	the	same	information
   1 that	the	participants	browse
   1 that	the	most	efficient
   1 that	the	measurement	of
   1 that	the	individual	is
   1 that	the	hierarchical	map
   1 that	the	development	of
   1 that	the	algorithm	takes
   1 that	teachers	should	assess
   1 that	suggests	the	k-means
   1 that	such	a	procedure
   1 that	students	who	visit
   1 that	student	learning	patterns
   1 that	shared	similar	learning
   1 that	share	similar	learning
   1 that	reveal	students	learning
   1 that	provides	illustrations	with
   1 that	one	needs	to
   1 that	of	previous	work
   1 that	occur	synchronously	in
   1 that	k-means	is	sensitive
   1 that	it	is	easy
   1 that	is	when	there
   1 that	is	the	frequency
   1 that	is	sought	the
   1 that	is	relevant	to
   1 that	is	related	to
   1 that	is	k-means	clustering
   1 that	is	identifying	the
   1 that	influences	student	learning
   1 that	individuals	possessing	an
   1 that	individual	differences	have
   1 that	impose	the	use
   1 that	how	cognitive	styles
   1 that	fieldindependent	students	significantly
   1 that	fielddependent	students	tend
   1 that	fielddependent	competence	is
   1 that	field-independent	students	are
   1 that	field-independent	students	actively
   1 that	field-independent	people	are
   1 that	field-independent	individuals	have
   1 that	encompasses	techniques	from
   1 that	directed	students	learning
   1 that	different	cognitive	style
   1 that	define	textual	contexts
   1 that	data	mining	is
   1 that	customers	in	the
   1 that	covers	the	same
   1 that	combines	traditional	statistics
   1 that	combines	statistical	rigor
   1 that	cognitive	style	plays
   1 that	cognitive	style	is
   1 that	co-occur	in	transaction
   1 that	clusters	from	the
   1 that	clustered	customer	segments
   1 that	characterize	each	user
   1 that	can	support	the
   1 that	can	support	tasks
   1 that	are	sought	this
   1 that	are	similar	among
   1 that	are	positively	correlated
   1 that	are	frequently	considered
   1 that	affect	their	learning
   1 than	those	in	the
   1 than	one	rule	in
   1 than	in	the	cd-rom
   1 than	field-independent	subjects	field-independent
   1 than	field-independent	persons	since
   1 than	field-dependent	students	field-dependent
   1 than	field-dependent	students	a
   1 than	field-dependent	p	0
   1 than	being	inferred	from
   1 than	a	field	dependent
   1 than	6	times	are
   1 than	45	pages	are
   1 than	12	times	are
   1 than	11	times	are
   1 than	0	5	so
   1 textual	contexts	for	the
   1 text-based	explanations	of	theoretical
   1 text	treatments	field-independent	students
   1 text	audio	graphics	video
   1 text	as	well	as
   1 tests	i	e	anova
   1 tests	and	work	as
   1 tested	by	analyzing	the
   1 test	to	classify	their
   1 test	the	significant	differences
   1 test	showed	significance	differences
   1 test	geft	by	witkin
   1 test	for	differences	in
   1 test	analyses	also	revealed
   1 terrell	2002	in	other
   1 terms	of	theory	this
   1 terms	of	their	background
   1 terms	of	the	former
   1 terms	of	instructional	delivery
   1 terms	of	customer	behavior
   1 tendency	whereas	the	learners
   1 tendency	to	use	their
   1 tendency	to	focus	on
   1 tendency	these	results	seem
   1 tendencies	to	adopt	analytical
   1 tended	to	have	higher
   1 tend	to	take	a
   1 tend	to	seek	out
   1 tend	to	focus	on
   1 tend	to	favor	different
   1 tend	to	exhibit	more
   1 tend	to	build	an
   1 tend	to	browse	many
   1 tend	to	browse	fewer
   1 tend	to	be	passive
   1 tend	to	be	more
   1 tend	to	actively	group
   1 technology	the	world	wide
   1 technology	statistical	analyses	and
   1 technology	marchionini	1995	an
   1 technology	itself	and	the
   1 technology	influence	learning	patterns
   1 technology	depends	on	the
   1 technology	2	2	data
   1 technologies	self-efficacy	but	they
   1 technologies	one	of	which
   1 technological	reasons	brotherton	and
   1 techniques	which	have	great
   1 techniques	these	two	techniques
   1 techniques	the	former	were
   1 techniques	the	former	are
   1 techniques	is	that	it
   1 techniques	from	a	number
   1 techniques	decision	tree	is
   1 techniques	are	complementary	in
   1 techniques	are	available	to
   1 techniques	applied	to	the
   1 techniques	appear	to	be
   1 technique	was	used	in
   1 technique	for	automatically	defining
   1 teaching	notes	and	other
   1 teachers	should	assess	the
   1 teach	students	computational	algorithms
   1 tasks	see	section	3
   1 tasks	is	put	in
   1 tasks	including	decision	trees
   1 tasks	hence	they	browse
   1 tasks	for	clustering	see
   1 tasks	conversely	field-dependent	students
   1 tasks	can	be	broadly
   1 tasks	based	on	the
   1 task	sheet	containing	various
   1 task	requiring	the	field-dependent
   1 task	oriented	witkin	et
   1 task	of	detecting	subject
   1 tan	2003	brown	et
   1 takes	each	datapoint	and
   1 taken	into	account	to
   1 taken	from	the	right
   1 take	riding	s	csa
   1 take	a	passive	approach
   1 tailored	to	the	distinctive
   1 table	viii	the	common
   1 table	vii	where	learners
   1 table	vi	presents	the
   1 table	v	the	results
   1 table	iv	in	addition
   1 table	it	is	still
   1 table	iii	to	help
   1 table	ii	3	1
   1 table	i	presents	a
   1 table	by	using	a
   1 table	all	of	the
   1 table	3	3	2
   1 systems	ford	2000	in
   1 systematically	subdividing	the	information
   1 system	they	segmented	the
   1 system	for	the	cosmetic
   1 system	experience	in	using
   1 system	experience	are	factors
   1 system	experience	and	their
   1 system	design	the	previous
   1 synchronously	in	databases	this
   1 switched	off	lest	they
   1 sure	that	the	same
   1 supported	by	many	commercial
   1 support	vector	machines	it
   1 support	vector	machine	and
   1 support	these	tasks	including
   1 support	the	unique	needs
   1 support	the	development	of
   1 support	tasks	for	clustering
   1 support	previous	studies	evans
   1 superiors	--field	dependence	these
   1 superior	scores	in	the
   1 superior	in	the	short-page
   1 summary	regarding	whether	these
   1 summary	of	the	empirical
   1 summarized	as	a	set
   1 summarize	and	interpret	data
   1 suitable	to	test	the
   1 suitable	number	of	clusters
   1 suitable	considerations	are	made
   1 suggests	the	k-means	algorithm
   1 suggests	that	they	are
   1 suggests	that	student	learning
   1 suggested	that	teachers	should
   1 suggest	that	data	mining
   1 suggest	that	cognitive	styles
   1 suggest	that	cognitive	style
   1 such	wbi	programs	and
   1 such	technology	2	2
   1 such	findings	strengthen	the
   1 such	detailed	description	may
   1 such	as	visualized	versus
   1 such	as	text	audio
   1 such	as	prior	knowledge
   1 such	as	digital	libraries
   1 such	as	a	square
   1 such	an	integrated	approach
   1 such	a	procedure	can
   1 such	a	deep	analysis
   1 successful	usage	of	instructional
   1 subtests	have	different	purposes
   1 subtests	figure	2	the
   1 subtest	requires	the	disembedding
   1 subtest	is	a	task
   1 subsets	until	the	size
   1 subsets	based	on	the
   1 subsets	are	formed	if
   1 subset	reaches	an	appropriate
   1 subset	into	finer	subsets
   1 subsequently	the	experimental	results
   1 subsequently	the	corresponding	human
   1 subsequently	the	corresponding	cognitive
   1 subsequently	all	of	the
   1 subjects	hit	more	often
   1 subjects	field-independent	students	appreciated
   1 subject	content	were	selected
   1 subject	content	such	findings
   1 subject	content	sixty-five	students
   1 subject	content	nilsson	and
   1 subject	content	however	these
   1 subject	content	and	the
   1 subject	categories	that	co-occur
   1 subject	categories	for	selection
   1 subject	categories	--cluster	1
   1 subdividing	the	information	contained
   1 sub-trees	and	replacing	them
   1 styles	workman	2004	chen
   1 styles	wildemuth	et	al
   1 styles	when	planning	to
   1 styles	traditional	computer-based	instruction
   1 styles	to	this	end
   1 styles	the	results	obtained
   1 styles	the	first	rule
   1 styles	the	dependent	variables
   1 styles	that	is	identifying
   1 styles	such	as	visualized
   1 styles	significantly	affected	students
   1 styles	respectively	on	the
   1 styles	refer	to	how
   1 styles	once	this	was
   1 styles	on	wbi	followed
   1 styles	on	their	learning
   1 styles	on	student	learning
   1 styles	of	their	students
   1 styles	of	new	students
   1 styles	more	specifically	this
   1 styles	may	lead	to
   1 styles	influence	their	choices
   1 styles	in	wbi	and
   1 styles	in	the	development
   1 styles	in	our	study
   1 styles	in	other	words
   1 styles	in	addition	several
   1 styles	have	on	students
   1 styles	have	important	effects
   1 styles	had	significant	effects
   1 styles	gender	differences	and
   1 styles	field-independent	and	fielddependent
   1 styles	chen	and	ford
   1 styles	can	be	automatically
   1 styles	analysis	csa	by
   1 styles	among	the	three
   1 styles	affect	students	learning
   1 styles	according	to	this
   1 styles	3	1	1
   1 style	was	the	only
   1 style	tests	and	work
   1 style	plays	an	influential
   1 style	perspective	sherry	y
   1 style	is	not	a
   1 style	is	a	significant
   1 style	has	significant	effects
   1 style	has	been	identified
   1 style	groups	we	conducted
   1 style	groups	the	data
   1 style	groups	tend	to
   1 style	groups	for	each
   1 style	groups	can	be
   1 style	group	more	specifically
   1 style	group	4	2
   1 style	for	each	group
   1 style	dimension	investigated	in
   1 style	could	be	reached
   1 style	combine	the	characteristics
   1 style	analysis	to	measure
   1 style	analysis	the	cognitive
   1 study	we	have	used
   1 study	we	deal	with
   1 study	was	the	level
   1 study	was	conducted	by
   1 study	topics	in	any
   1 study	the	mean	value
   1 study	the	csa	includes
   1 study	the	article	is
   1 study	that	field-independent	students
   1 study	suggest	that	cognitive
   1 study	recognized	the	importance
   1 study	presented	in	this
   1 study	only	used	two
   1 study	of	wiwattanacharoenchai	and
   1 study	of	lee	and
   1 study	investigates	how	cognitive
   1 study	investigates	a	specific
   1 study	indicated	that	cognitive
   1 study	includes	three	aspects
   1 study	included	a	wbi
   1 study	further	work	needs
   1 study	field-independent	students	tend
   1 study	field-dependent	and	field-independent
   1 study	emphasizes	on	students
   1 study	deepens	the	understanding
   1 study	conducted	in	a
   1 study	categorizations	were	based
   1 study	analyzed	the	experimental
   1 studies	suggest	that	data
   1 studies	published	from	2000
   1 studies	mainly	relied	on
   1 studies	investigate	the	relationships
   1 studies	have	shown	that
   1 studies	evans	and	edwards
   1 studies	e	g	calcaterra
   1 studies	also	confirms	that
   1 studied	dimensions	with	the
   1 students	with	whom	they
   1 students	with	rich	links
   1 students	with	concrete	examples
   1 students	who	would	like
   1 students	who	visit	the
   1 students	who	use	an
   1 students	who	rarely	used
   1 students	who	have	a
   1 students	who	had	the
   1 students	who	frequently	used
   1 students	who	either	frequently
   1 students	while	unrelated	information
   1 students	were	superior	in
   1 students	were	given	a
   1 students	used	linear	learning
   1 students	use	a	global
   1 students	took	part	in
   1 students	to	control	the
   1 students	to	choose	one
   1 students	three	are	associated
   1 students	these	rules	can
   1 students	the	sixth	rule
   1 students	the	seventh	rule
   1 students	the	second	rule
   1 students	the	research	instruments
   1 students	the	remaining	rules
   1 students	the	fourth	rule
   1 students	the	fifth	rule
   1 students	the	eighth	rule
   1 students	that	shared	similar
   1 students	that	share	similar
   1 students	tended	to	have
   1 students	tend	to	take
   1 students	tend	to	browse
   1 students	tend	to	actively
   1 students	students	need	to
   1 students	significantly	chose	the
   1 students	show	different	preferences
   1 students	scoring	between	1
   1 students	rely	more	heavily
   1 students	preferred	to	use
   1 students	preferred	nonlinear	learning
   1 students	preferred	learning	patterns
   1 students	perceive	objects	as
   1 students	p	0	01
   1 students	often	use	the
   1 students	often	look	at
   1 students	often	access	the
   1 students	need	to	transfer
   1 students	made	it	is
   1 students	learning	patterns	within
   1 students	learning	patterns	whereas
   1 students	learning	patterns	section
   1 students	learning	patterns	or
   1 students	learning	patterns	are
   1 students	leaning	patterns	within
   1 students	is	their	separate
   1 students	in	web-based	instruction
   1 students	in	their	quantity
   1 students	in	their	learning
   1 students	in	the	depth-first
   1 students	in	order	to
   1 students	in	lectures	and
   1 students	in	deepening	their
   1 students	have	different	learning
   1 students	have	a	look
   1 students	had	wa	scores
   1 students	had	better	performance
   1 students	frequently	examine	the
   1 students	field-dependent	students	used
   1 students	felt	confused	over
   1 students	favored	using	the
   1 students	did	not	differ
   1 students	computational	algorithms	and
   1 students	cognitive	styles	wildemuth
   1 students	cognitive	styles	that
   1 students	cognitive	styles	on
   1 students	cognitive	styles	in
   1 students	cognitive	styles	can
   1 students	cognitive	styles	3
   1 students	choices	in	other
   1 students	can	use	the
   1 students	can	more	easily
   1 students	can	identify	the
   1 students	but	they	used
   1 students	based	on	their
   1 students	as	shown	in
   1 students	are	capable	of
   1 students	approach	an	environment
   1 students	appreciated	the	fact
   1 students	and	this	result
   1 students	and	the	other
   1 students	and	field-independent	p
   1 students	an	introduction	to
   1 students	actively	segment	information
   1 students	achieved	superior	scores
   1 students	a	possible	interpretation
   1 students	7	conclusions	wbi
   1 student	motivation	to	learn
   1 student	learning	patterns	within
   1 student	learning	patterns	using
   1 student	learning	patterns	in
   1 student	learning	patterns	however
   1 student	learning	patterns	are
   1 student	learning	in	addition
   1 student	browsed	the	total
   1 structuring	their	information	are
   1 structured	as	follows	in
   1 structure	were	also	taken
   1 structure	problems	davis	and
   1 structure	of	the	subject
   1 structure	of	the	data
   1 structure	hsu	et	al
   1 structure	and	the	model
   1 strong	impact	on	the
   1 strict	rules	that	impose
   1 strengthen	the	claim	of
   1 strategies	versatile	learners	who
   1 strategies	for	optimal	learning
   1 strategies	are	more	capable
   1 stored	in	databases	data
   1 stopping	criterion	is	met
   1 still	inconclusive	whether	field-independent
   1 steps	are	alternated	until
   1 stephen	and	hornby	1997
   1 step	starts	when	all
   1 step	is	to	define
   1 stay	visible	even	if
   1 statistics	with	the	k-means
   1 statistics	which	in	turn
   1 statistics	to	identify	the
   1 statistics	to	determine	if
   1 statistics	on	the	number
   1 statistics	it	is	worth
   1 statistically	significant	differences	among
   1 statistical	tests	i	e
   1 statistical	significance	an	anova
   1 statistical	significance	5	discussions
   1 statistical	rigor	and	computational
   1 statistical	package	for	the
   1 statistical	and	data-mining	techniques
   1 statistical	and	data	mining
   1 statistical	and	clustering	approaches
   1 statistical	analyses	data	mining
   1 statistical	analyses	and	mathematic
   1 statistical	analyses	and	data
   1 starts	with	a	summary
   1 starts	when	all	the
   1 standard	deviations	of	attributes
   1 standard	deviation	of	the
   1 standard	deviation	0	38
   1 standard	deviation	0	24
   1 srivihok	2005	who	combined
   1 srivihok	2003	that	clustered
   1 srikant	1994	are	mainly
   1 square	or	a	triangle
   1 spss	for	windows	release
   1 splits	the	data	into
   1 splits	each	subset	into
   1 split	produces	exactly	two
   1 split	is	made	several
   1 split	into	four	display
   1 split	any	further	it
   1 specifically	this	study	investigates
   1 specifically	the	wbi	programs
   1 specifically	the	evaluations	will
   1 specific	topic	in	this
   1 specific	research	question	what
   1 specific	relevant	topics	in
   1 specific	method	over	another
   1 source	for	their	learning
   1 sought	this	is	because
   1 sought	the	former	is
   1 some	similar	learning	patterns
   1 some	repeated	visits	frequently
   1 some	relevant	relationships	to
   1 some	popular	algorithms	of
   1 some	pages	made	some
   1 solving	problems	messick	1976
   1 solutions	to	deal	with
   1 solutions	to	accommodate	their
   1 soloway	et	al	1996
   1 soloway	and	pryor	1996
   1 software	packages	and	thus
   1 social	sciences	spss	for
   1 social	orientation	than	field-independent
   1 social	frameworks	they	tend
   1 so	we	can	obtain
   1 so	that	such	a
   1 so	that	how	cognitive
   1 so	that	customers	in
   1 so	it	seems	unlikely
   1 so	hidden	relationships	patterns
   1 so	field-independent	students	can
   1 small	study	further	work
   1 small	sample	size	a
   1 skills	necessary	to	operate
   1 skills	and	needs	soloway
   1 skill	to	move	back
   1 size	of	each	subset
   1 size	a	within-subjects	design
   1 sixty-five	students	who	had
   1 sixth	rules	were	gained
   1 sixth	rule	is	that
   1 six	sections	interface	elements
   1 sites	consequently	their	results
   1 site	structure	were	also
   1 since	they	are	not
   1 since	they	are	more
   1 since	the	dataset	is
   1 simultaneously	6	3	content
   1 simplify	the	tree	by
   1 simplest	clustering	algorithms	for
   1 simple	top	down	tree
   1 simple	shape	is	contained
   1 simple	geometrical	shape	such
   1 similarity	rules	will	apply
   1 similarities	and	differences	of
   1 similar	the	behavior	of
   1 similar	table	viii	the
   1 similar	study	was	conducted
   1 similar	results	can	be
   1 similar	purchase	behavior	the
   1 similar	objects	each	group
   1 similar	learning	patterns	post-hoc
   1 similar	learning	patterns	based
   1 similar	features	in	k-means
   1 similar	among	themselves	and
   1 significantly	influenced	by	their
   1 significantly	from	field-dependent	students
   1 significantly	chose	the	alphabetical
   1 significantly	affected	students	learning
   1 significant	relationship	between	the
   1 significant	negative	relationship	between
   1 significant	including	their	previous
   1 significant	in	pearson	s
   1 significant	in	both	analyses
   1 significant	factor	in	terms
   1 significant	effects	on	students
   1 significant	effects	on	student
   1 significant	differences	were	found
   1 significant	differences	of	three
   1 significant	differences	of	other
   1 significant	differences	between	fielddependent
   1 significant	differences	among	various
   1 significant	differences	among	the
   1 significant	difference	f	2
   1 significant	difference	between	field-independent
   1 significance	level	of	p
   1 significance	differences	for	the
   1 significance	based	on	the
   1 significance	an	anova	was
   1 significance	5	discussions	as
   1 side	while	the	seventh
   1 side	of	the	second
   1 side	of	the	fourth
   1 side	in	terms	of
   1 shue	2004	recent	studies
   1 shows	the	screen	design
   1 shows	the	predefined	relationships
   1 shows	the	decision	tree
   1 shows	that	students	who
   1 shown	to	increase	student
   1 shown	that	individual	differences
   1 shown	that	field-independent	students
   1 shown	that	different	cognitive
   1 shown	in	this	table
   1 shown	in	this	decision
   1 shown	in	these	eight
   1 shown	in	the	previous
   1 shown	in	table	vii
   1 shown	in	table	ii
   1 shown	in	a	window
   1 showing	the	section	name
   1 showing	how	objects	may
   1 showed	that	there	was
   1 showed	significance	differences	for
   1 showed	by	field-independent	and
   1 show	different	preferences	for
   1 show	both	of	the
   1 show	additional	topics	for
   1 should	choose	field-independent	students
   1 should	be	flexible	enough
   1 should	be	developed	to
   1 should	be	based	on
   1 should	assess	the	cognitive
   1 should	address	the	needs
   1 short-page	condition	field-dependent	subjects
   1 shopping	mall	furthermore	ayan
   1 sherry	y	chen	and
   1 sheet	containing	various	exercises
   1 shared	similar	learning	patterns
   1 share	some	similar	learning
   1 share	similar	learning	patterns
   1 shape	such	as	a
   1 shape	is	contained	in
   1 several	design	approaches	were
   1 several	child	nodes	which
   1 seventy-six	participants	took	part
   1 seventh	rule	is	that
   1 seventh	and	eighth	rules
   1 settings	the	experimental	results
   1 settings	both	for	financial
   1 settings	are	used	by
   1 sets	of	examples	according
   1 set	of	if	then
   1 set	of	data	splits
   1 set	of	data	is
   1 set	of	cases	whose
   1 set	of	attributes	the
   1 set	is	represented	as
   1 series	of	analyses	of
   1 sequence	chen	and	macredie
   1 separating	the	individual	parts
   1 separate	tendencies	to	adopt
   1 sensitive	to	how	clusters
   1 sense	then	computes	the
   1 selforganization	maps	among	these
   1 self-organizing	maps	and	support
   1 self-efficacy	but	they	did
   1 self	organization	maps	to
   1 selections	and	to	explore
   1 selection	of	the	contents
   1 selection	measures	in	phase
   1 selection	figure	1	shows
   1 selecting	useful	information	is
   1 selected	topic	in	the
   1 selected	to	participate	in
   1 selected	to	analyze	students
   1 selected	objects	by	clicking
   1 selected	from	the	alphabetical
   1 selected	for	experiment	design
   1 selected	as	the	instrument
   1 select	the	sample	for
   1 select	a	relevant	topic
   1 seldom	accessed	any	navigation
   1 segments	in	terms	of
   1 segments	from	web	logs
   1 segmented	the	customers	by
   1 segment	information	into	relevant
   1 seems	unlikely	that	there
   1 seem	consistent	with	the
   1 seek	out	external	referents
   1 seed	s	is	used
   1 seed	number	s	and
   1 see	whether	such	wbi
   1 see	whether	similar	results
   1 see	both	navigation	tools
   1 sections	interface	elements	included
   1 sections	and	c	the
   1 section	starts	with	a
   1 section	name	being	viewed
   1 section	describes	the	research
   1 section	cognitive	style	has
   1 section	7	2	background
   1 section	6	presents	a
   1 section	5	where	we
   1 section	4	it	then
   1 section	4	can	be
   1 section	4	4	discusses
   1 section	4	3	respectively
   1 section	4	2	and
   1 section	4	1	described
   1 section	3	describes	the
   1 section	3	3	and
   1 section	3	3	a
   1 section	3	3	3
   1 section	3	3	2
   1 section	2	we	briefly
   1 secondary	window	to	provide
   1 second	subtest	requires	the
   1 second	rule	taken	from
   1 second	presents	items	each
   1 second	phase	details	of
   1 second	phase	began	by
   1 second	phase	are	presented
   1 second	most	important	features
