   9 i	don	t	know
   1 to	reflect	completed	activities
   1 to	reduce	complexity	to
   1 to	reduce	complexity	but
   1 to	reconfigure	the	interface
   1 to	rank	msw2k	and
   1 to	rank	according	to
   1 to	quantitative	data	1
   1 to	q7	the	multiple-interfaces
   1 to	q7	the	feature-shy
   1 to	q7	f	1
   1 to	put	things	in
   1 to	providing	the	instructions
   1 to	provide	sufficient	flexibility
   1 to	provide	personalization	suggestions
   1 to	provide	more	context
   1 to	program	through	visual
   1 to	preference	msw	personal
   1 to	prefer	something	like
   1 to	point	and	click
   1 to	personalizing	was	relatively
   1 to	personalize	when	they
   1 to	personalize	throughout	the
   1 to	personalize	as	they
   1 to	personalize	according	to
   1 to	personalization	personalization	can
   1 to	personalization	one	participant
   1 to	personalization	msword	personal
   1 to	personalization	individual	differences
   1 to	personalization	in	terms
   1 to	personalization	hypothesis	the
   1 to	personalization	but	individual
   1 to	personalization	as	these
   1 to	participate	users	had
   1 to	participate	in	our
   1 to	participants	personal	interfaces
   1 to	package	it	or
   1 to	overall	dissatisfaction	with
   1 to	our	personalizing	mechanism
   1 to	our	independent	variable
   1 to	other	well-documented	personality
   1 to	other	interfaces	as
   1 to	only	add	their
   1 to	one	particular	instance
   1 to	occur	with	users
   1 to	note	that	none
   1 to	nonadvanced	users	the
   1 to	no	evaluation	design
   1 to	newsgroups	on	a
   1 to	navigate	through	in
   1 to	navigate	in	both
   1 to	navigate	control	and
   1 to	msword	1	because
   1 to	msw2k	the	statement
   1 to	msw2k	that	enabled
   1 to	msw2k	summary	the
   1 to	msw2k	questionnaire	q8
   1 to	msw2k	q6	to
   1 to	msw2k	for	the
   1 to	msw2k	because	user-controlled
   1 to	msw2k	after	having
   1 to	msw2k	after	1
   1 to	msw	personal	these
   1 to	msw	personal	hypothesis
   1 to	msw	personal	both
   1 to	modify	the	contents
   1 to	mimic	a	competitor
   1 to	meet	user	needs
   1 to	meet	the	following
   1 to	me	and	the
   1 to	many	people	i
   1 to	manage	the	knowledge
   1 to	make	two-way	comparisons
   1 to	make	this	possible
   1 to	make	the	software
   1 to	make	it	worthwhile
   1 to	make	it	straightforward/understandable
   1 to	make	an	index
   1 to	make	an	easy-to-understand
   1 to	look	around	for
   1 to	live	at	most
   1 to	life	by	placing
   1 to	learn	them	all
   1 to	learn	the	functionality
   1 to	learn	how	to
   1 to	learn	functions	with
   1 to	learn	functions	than
   1 to	learn	features	would
   1 to	learn	decreased	when
   1 to	learn	a	new
   1 to	just	as	like
   1 to	its	success	it
   1 to	it	q3	participant
   1 to	investigate	appropriate	initial
   1 to	initialize	the	personal
   1 to	inform	how	and
   1 to	infer	user	needs
   1 to	indicate	what	it
   1 to	indicate	possible	trends
   1 to	increase	the	benefit
   1 to	include	particular	functions
   1 to	include	all	frequently
   1 to	implement	our	design
   1 to	hover	over	the
   1 to	his	personal	interface
   1 to	her	usage	but
   1 to	help	or	whatever
   1 to	have	the	full
   1 to	have	personal	re-enabled
   1 to	have	msword	expertise
   1 to	have	more	than
   1 to	have	improved	satisfaction
   1 to	have	full	and
   1 to	have	experienced	a
   1 to	have	dropped	in
   1 to	have	construct	validity
   1 to	have	been	using
   1 to	have	an	up-to-date
   1 to	have	all	the
   1 to	have	a	complete
   1 to	growth	there	will
   1 to	go	to	just
   1 to	go	look	because
   1 to	go	exploring	i
   1 to	go	back	and
   1 to	go	and	use
   1 to	generalize	to	any
   1 to	generalizability	an	aggregate
   1 to	functions	in	the
   1 to	functionality	in	ms
   1 to	fully	understand	the
   1 to	fit	into	that
   1 to	fit	into	one
   1 to	find	things	on
   1 to	find	that	the
   1 to	find	in	order
   1 to	figure	out	what
   1 to	feature-rich	software	were
   1 to	favor	the	add
   1 to	explore	would	be
   1 to	explore	his	personal
   1 to	experienced	user	from
   1 to	expand	the	menus
   1 to	examine	the	overall
   1 to	evaluate	this	hypothesis
   1 to	evaluate	this	design
   1 to	evaluate	the	learnability
   1 to	enter	exploratory	mode
   1 to	ensuring	the	generalizability
   1 to	ensure	the	timely
   1 to	ensure	that	these
   1 to	ensure	that	there
   1 to	effectiveness	and	flexibility
   1 to	easily	move	back
   1 to	easily	customize	a
   1 to	each	item	indicating
   1 to	each	individual	user
   1 to	each	individual	s
   1 to	double	check	that
   1 to	do	this--and	then
   1 to	do	this	software
   1 to	do	the	majority
   1 to	do	than	parameter
   1 to	do	something	then
   1 to	do	some	preliminary
   1 to	do	it	justice
   1 to	do	any	initial
   1 to	do	and	no
   1 to	do	a	first
   1 to	discover	new	functions
   1 to	determine	if	actual
   1 to	determine	a	priori
   1 to	detect	and	highlight
   1 to	delete	the	prototype
   1 to	delete	functions	even
   1 to	define	new	menu
   1 to	define	four	triggers
   1 to	decide	should	i
   1 to	decide	myself	if
   1 to	day	interview	participant
   1 to	date	all	investigations
   1 to	customize	mackay	1990
   1 to	customize	and	take
   1 to	counter	this	however
   1 to	control	many	of
   1 to	continue	to	work
   1 to	constructing	their	personal
   1 to	conduct	a	longitudinal
   1 to	conduct	a	longer
   1 to	complex	software	the
   1 to	completely	set	up
   1 to	complete	a	questionnaire
   1 to	compete	in	the
   1 to	compare	their	overall
   1 to	compare	the	multiple-interfaces
   1 to	compare	one	instance
   1 to	command	usage	in
   1 to	come	up	and
   1 to	click	and	you
   1 to	click	again	and
   1 to	browne	et	al
   1 to	bring	the	quantitative
   1 to	both	the	static
   1 to	believe	that	it
   1 to	being	able	to
   1 to	be	within	the
   1 to	be	used	in
   1 to	be	unnecessary	for
   1 to	be	true	in
   1 to	be	told	that
   1 to	be	somewhat	awkward
   1 to	be	small	with
   1 to	be	significant	however
   1 to	be	satisfied	with
   1 to	be	rescheduled	during
   1 to	be	ranked	at
   1 to	be	pretty	much
   1 to	be	nonsignificant	for
   1 to	be	my	flowchart
   1 to	be	motivated	more
   1 to	be	informed	that
   1 to	be	included	in
   1 to	be	highly	educated
   1 to	be	faster	than
   1 to	be	effectively	stateless
   1 to	be	easily	installed
   1 to	be	considered	for
   1 to	be	chosen	actions
   1 to	be	borderline	significantly
   1 to	be	available	to
   1 to	be	at	least
   1 to	be	added	one
   1 to	be	accessing	the
   1 to	be	a	canonical
   1 to	avoid	any	confusion
   1 to	assess	the	learnability
   1 to	assess	the	individual
   1 to	assess	the	effectiveness
   1 to	assess	experience	with
   1 to	approximately	discern	the
   1 to	approach	it	in
   1 to	any	productivity	application
   1 to	any	deleted	functions
   1 to	another	despite	the
   1 to	an	early	word
   1 to	an	all-in-one	design
   1 to	amortize	the	cost
   1 to	all	the	questionnaires
   1 to	all	our	participants
   1 to	adopt	different	personalization
   1 to	address	a	number
   1 to	addition	in	particular
   1 to	add	within	4
   1 to	add	upfront	and
   1 to	add	to	the
   1 to	add	it	for
   1 to	add	functions	when
   1 to	add	functions	faster
   1 to	add	functions	because
   1 to	add	functions	and
   1 to	add	another	item
   1 to	add	another	function
   1 to	add	an	entire
   1 to	add	a	menu
   1 to	adaptive	interface	we
   1 to	adaptive	feature-keen	participants
   1 to	adaptive	7	to
   1 to	adaptable	interfaces	adaptive
   1 to	actually	initiating	adaptations
   1 to	achieve	usability	is
   1 to	achieve	both	of
   1 to	achieve	a	simple
   1 to	achieve	a	comparable
   1 to	accomplish	tasks	significantly
   1 to	accommodate	this	variability
   1 to	accommodate	a	variety
   1 to	access	the	long
   1 to	accept	or	reject
   1 to	a	static	one
   1 to	a	particular	system-controlled
   1 to	a	new	version
   1 to	a	new	product
   1 to	a	new	interface
   1 to	a	need	for
   1 to	a	hotlist	for
   1 to	a	fixed	toolbar
   1 to	a	factory	reset
   1 to	a	competing	or
   1 to	a	commercial	word
   1 to	a	backup	server
   1 to	90	96	and
   1 to	7	of	the
   1 to	4	but	the
   1 to	4	but	not
   1 to	3	participants	one
   1 to	3	only	2
   1 to	3	and	preferred
   1 to	2	however	the
   1 tinkerer	maclean	et	al
   1 times	when	subjects	personalized
   1 times	when	questionnaires	were
   1 times	i	m	just
   1 times	during	the	roughly
   1 timely	completion	of	questionnaires
   1 timeline	for	the	experiment
   1 time-consuming	but	it	is
   1 time	we	note	here
   1 time	unsurprisingly	none	of
   1 time	to	explore	his
   1 time	to	do	any
   1 time	to	add	it
   1 time	the	menu	is
   1 time	that	the	participant
   1 time	that	q1	was
   1 time	spent	using	the
   1 time	spent	in	each
   1 time	spent	doing	word
   1 time	so	that	s
   1 time	so	i	was
   1 time	second	meeting	the
   1 time	savings	when	there
   1 time	required	to	learn
   1 time	of	the	interview
   1 time	in	each	condition
   1 time	i	think	if
   1 time	i	probably	would
   1 time	i	created	a
   1 time	having	a	personal
   1 time	gives	one	a
   1 time	formal	design	the
   1 time	for	both	learning
   1 time	during	the	experiment
   1 time	consuming	to	completely
   1 time	consuming	if	the
   1 time	by	the	user
   1 time	attention	away	from
   1 time	and	dates	of
   1 time	and	because	of
   1 time	adding	functions	that
   1 thus	we	believe	that
   1 thus	the	only	choice
   1 thus	the	mistaken-addition	trigger
   1 thus	the	data	suggests
   1 thus	only	the	more
   1 thus	for	some	users
   1 throughout	the	experiment	but
   1 through	visual	basic	for
   1 through	user-initiated	customization	namely
   1 through	two	distinct	phases
   1 through	trial	and	error
   1 through	them	and	i
   1 through	the	shortened	menus
   1 through	the	redesign	of
   1 through	the	menus	for
   1 through	the	menus	and
   1 through	the	advanced	level
   1 through	system-initiated	adaptation	namely
   1 through	q7	separated	by
   1 through	q7	results	for
   1 through	q6	these	questionnaires
   1 through	q6	n	19
   1 through	q6	f	4
   1 through	q6	also	included
   1 through	newsgroups	and	listservs
   1 through	msword	s	native
   1 through	in	the	menus
   1 through	graphical	elements	icons
   1 through	exploration	two	representative
   1 through	exploration	but	that
   1 through	a	single-button	factory
   1 through	a	full	reset
   1 three-way	rankings	of	the
   1 three-way	comparison	hypothesis	when
   1 three-way	comparison	hypothesis	in
   1 three	triggers	satisfies	this
   1 three	scenarios	help	facilities
   1 three	quartiles	although	the
   1 three	quarters	of	the
   1 three	participants	who	ranked
   1 three	participants	wanted	to
   1 three	participants	ranked	adaptive
   1 three	participants	commented	that
   1 three	occasions	and	completed
   1 three	meetings	were	sent
   1 three	half-hour	sessions	each
   1 three	functions	and	the
   1 three	factorial	anovas	analysis
   1 three	design	elements	1
   1 three	days	showed	relatively
   1 three	combinations	were	also
   1 three	because	they	had
   1 three	attributes	had	mean
   1 threats	to	validity	in
   1 thoughts	about	msword	personal
   1 thought	that	the	adaptive
   1 thought	that	allin-one	best
   1 thought	feature-shy	participants	would
   1 those	would	have	draw
   1 those	who	promote	the
   1 those	who	promote	comprehensible
   1 those	who	liked	the
   1 those	who	disliked	the
   1 those	who	didn	t
   1 those	who	added	only
   1 those	that	have	already
   1 those	questionnaires	were	answered
   1 those	in	the	same
   1 those	functions	used	on
   1 those	functions	to	their
   1 those	elements	our	findings
   1 those	conditions	on	the
   1 thomas	and	krogsoeter	1993
   1 this--and	then	go	to
   1 this--	or--there	must	be
   1 this	would	facilitate	the
   1 this	with	my	questionnaire
   1 this	was	sometimes	called
   1 this	was	right	participant
   1 this	was	particularly	suprising
   1 this	was	not	the
   1 this	was	accomplished	by
   1 this	version	of	the
   1 this	variability	greenberg	and
   1 this	usability	problem	might
   1 this	trigger	table	v
   1 this	trigger	previously-used	trigger
   1 this	trigger	future-use	trigger
   1 this	topic	in	the
   1 this	too	is	an
   1 this	template	and	re-launching
   1 this	suggests	that	through
   1 this	suggests	that	the
   1 this	suggests	that	personalizing
   1 this	steady	state	period
   1 this	software	this	software
   1 this	software	navigating	through
   1 this	software	is	satisfying
   1 this	software	is	flexible
   1 this	software	is	engaging
   1 this	software	is	easy
   1 this	shows	that	for
   1 this	short	review	instead
   1 this	series	can	be
   1 this	section	the	results
   1 this	safety	net	of--yah
   1 this	role	and	assigned
   1 this	restructuring	functionality	was
   1 this	research	was	conducted
   1 this	questionnaire	they	were
   1 this	prioritization	a	field
   1 this	possible	for	some
   1 this	points	to	a
   1 this	point	to	be
   1 this	phenomenon	sometimes	called
   1 this	paper	role	of
   1 this	moves	the	design
   1 this	model	would	be
   1 this	menu	interview	participant
   1 this	mechanism	for	switching
   1 this	meant	that	they
   1 this	limitation	in	our
   1 this	is	shown	clearly
   1 this	is	relevant	we
   1 this	is	not	surprising
   1 this	is	my	report
   1 this	is	going	to
   1 this	is	especially	important
   1 this	is	easily	explained
   1 this	is	bad	because
   1 this	is	a	primary
   1 this	is	a	good
   1 this	initial	period	lasted
   1 this	indicates	that	lack
   1 this	in	word	because
   1 this	hypothesis	we	began
   1 this	however	the	great
   1 this	group	spanned	the
   1 this	group	of	participants
   1 this	group	includes	participant
   1 this	functionality	explosion	on
   1 this	for	the	reasons
   1 this	flexibility	played	a
   1 this	feeling	that	you
   1 this	experiment	there	may
   1 this	experiment	in	the
   1 this	evaluation	participation	was
   1 this	evaluation	are	promising
   1 this	evaluation	another	likely
   1 this	early	work	mechanisms
   1 this	drawing	stuff	and
   1 this	design	was	prototyped
   1 this	design	in	a
   1 this	cross-over	interaction	was
   1 this	crap	right	now
   1 this	concept	of	having
   1 this	can	perhaps	be
   1 this	can	partially	be
   1 this	can	be	time
   1 this	can	be	interpreted
   1 this	but	relative	to
   1 this	behavior	we	include
   1 this	aspect	of	personality
   1 this	article	aims	to
   1 this	approach	is	that
   1 this	approach	has	been
   1 this	apart	we	did
   1 this	analysis	which	leaves
   1 this	acted	as	a
   1 this	a	quasi-experimental	design
   1 this	--and	use	it
   1 third	meeting	was	held
   1 third	meeting	the	third
   1 think	the	one	with
   1 think	the	learning	ability
   1 think	that	you	need
   1 think	that	word	xp10
   1 think	that	s	ultimately
   1 think	that	microsoft	does
   1 think	that	it	is
   1 think	that	if	they
   1 think	something	like	that
   1 think	of	myself	as
   1 think	it	is	the
   1 think	if	i	can
   1 think	about	it	i
   1 thingy	interview	participant	6
   1 things	pretty	regularly	to
   1 things	on	all	the
   1 things	it	provided	adaptive
   1 things	in	different	places
   1 things	bold	so	if
   1 things	and	so	eventually
   1 things	and	i	need
   1 thing--it	s	a	nice
   1 thing	that	would	have
   1 thing	or	the	long
   1 thing	is	with	the
   1 thing	is	for	me
   1 thing	because	that	word
   1 they	would	typically	also
   1 they	would	not	likely
   1 they	would	find	navigation
   1 they	would	be	scanned
   1 they	would	all	appear
   1 they	worked	participant	22
   1 they	worked	for	example
   1 they	work	it	seems
   1 they	will	use	the
   1 they	were	very	strongly
   1 they	were	told	that
   1 they	were	reached	but
   1 they	were	ranked	last
   1 they	were	not	told
   1 they	were	not	more
   1 they	were	not	being
   1 they	were	less	in
   1 they	were	informed	at
   1 they	were	going	to
   1 they	were	considered	in
   1 they	were	added	no
   1 they	were	adapting	but
   1 they	wanted	to	be
   1 they	want	in	msword
   1 they	want	and	what
   1 they	used	the	two
   1 they	used	msw2k	prior
   1 they	used	functions	74
   1 they	used	frequently	3
   1 they	too	have	grown
   1 they	switched	back	to
   1 they	stopped	personalizing	or
   1 they	should	use	the
   1 they	see	fit	of
   1 they	returned	to	msw2k
   1 they	result	in	the
   1 they	personalized	and	used
   1 they	only	give	you
   1 they	learn	through	exploration
   1 they	knew	how	they
   1 they	have	decided	is
   1 they	had	used	msword
   1 they	had	to	spend
   1 they	had	to	say
   1 they	had	to	live
   1 they	had	to	do
   1 they	had	to	be
   1 they	had	originally	been
   1 they	had	already	used
   1 they	found	that	while
   1 they	expected	to	use
   1 they	expected	to	add
   1 they	do	not	suffer
   1 they	did	so	according
   1 they	did	not	need
   1 they	could	switch	between
   1 they	could	provide	a
   1 they	could	participate	in
   1 they	could	explain	how
   1 they	could	choose	to
   1 they	could	but	would
   1 they	called	the	changing
   1 they	are	there	you
   1 they	are	the	ones
   1 they	are	right	side
   1 they	are	often	difficult
   1 they	are	not	in
   1 they	are	needed	none
   1 they	are	currently	using
   1 they	approached	the	task
   1 they	applied	a	participant
   1 they	appear	in	the
   1 they	also	suggest	some
   1 they	actively	decided	when
   1 these	were	rated	on
   1 these	usage	patterns	enabled
   1 these	two	approaches	have
   1 these	trigger	points	would
   1 these	three	attributes	had
   1 these	six	functions	were
   1 these	same	participants	added
   1 these	roles	perhaps	the
   1 these	questionnaires	assessed	msw
   1 these	participants	were	surprised
   1 these	participants	used	their
   1 these	participants	set	up
   1 these	participants	is	that
   1 these	participants	added	during
   1 these	menus	worked	very
   1 these	menus	suggests	that
   1 these	menus	and	if
   1 these	mega	menus	is
   1 these	measures	further	work
   1 these	issues	apart	alpert
   1 these	is	for	the
   1 these	hypotheses	we	expected
   1 these	hypotheses	h5	h8
   1 these	hypotheses	first	h1
   1 these	groups	or	they
   1 these	four	dependent	measures
   1 these	factors	apart	we
   1 these	different	interfaces	with
   1 these	design	alternatives	in
   1 these	criteria	were	satisfied
   1 these	comments	were	made
   1 these	comments	suggest	that
   1 these	applications	have	traditionally
   1 therefore	that	msw2k	introduced
   1 therefore	require	significant	time
   1 therefore	described	our	sample
   1 therefore	could	not	draw
   1 therefore	adds	it	this
   1 therefore	able	to	approach
   1 thereby	promotes	learning	the
   1 there	you	are	more
   1 there	will	be	identifiable
   1 there	will	be	an
   1 there	were	two	triggers
   1 there	were	two	participants
   1 there	were	two	conditions
   1 there	were	too	many
   1 there	were	three	participants
   1 there	were	system-generated	adaptation
   1 there	were	several	differences
   1 there	were	seven	participants
   1 there	were	relatively	few
   1 there	were	no	substantial
   1 there	were	no	statistically
   1 there	were	no	differences
   1 there	were	no	administrative
   1 there	were	likely	effects
   1 there	were	inherent	limitations
   1 there	were	however	a
   1 there	were	fewer	options
   1 there	were	few	questionnaires
   1 there	were	any	significant
   1 there	were	a	number
   1 there	wasn	t	anything
   1 there	was	user	testing
   1 there	was	sufficient	benefit
   1 there	was	some	flexibility
   1 there	was	preference	for
   1 there	was	only	one
   1 there	was	only	an
   1 there	was	one	100
   1 there	was	no	sampling
   1 there	was	no	right
   1 there	was	no	performance
   1 there	was	no	correlation
   1 there	was	no	control
   1 there	was	both	a
   1 there	was	another	independent
   1 there	was	an	interface
   1 there	was	an	initial
   1 there	was	almost	an
   1 there	was	a	significant
   1 there	was	a	pre-selected
   1 there	was	a	point
   1 there	was	a	maximum
   1 there	was	a	main
   1 there	was	a	kind
   1 there	s--if	you	use
   1 there	s	actually	a
   1 there	may	have	been
   1 there	it	was	this
   1 there	is	only	minimal
   1 there	is	no	such
   1 there	is	greater	variability
   1 there	is	additional	functionality
   1 there	is	a	switching
   1 there	is	a	distinction
   1 there	interview	participant	11
   1 there	if	you	leave
   1 there	if	i	ever
   1 there	i	would	say
   1 there	has	been	a
   1 there	are	two	interfaces
   1 there	are	several	reasons
   1 there	are	several	differences
   1 there	are	of	course
   1 there	are	approximately	203
   1 there	are	a	small
   1 there	are	a	number
   1 there	and	i	will
   1 then	you	click	on
   1 then	understanding	the	underlying
   1 then	this	is	my
   1 then	there	s	actually
   1 then	switch	to	the
   1 then	questioned	whether	this
   1 then	other	times	i
   1 then	only	rarely	adding
   1 then	i	wouldn	t
   1 then	i	would	just
   1 then	i	want	to
   1 then	gradually	adding	additional
   1 then	go	to	help
   1 then	be	able	to
   1 then	asked	to	rank
   1 then	appear	in	the
   1 then	adaptive	but	the
   1 then	a	user	will
   1 then	a	personal	because
   1 them	we	do	not
   1 them	to	take	ownership
   1 them	only	the	functions
   1 them	did	acknowledge	loss
   1 them	could	fully	explain
   1 them	at	all	so
   1 them	and	i	realize
   1 them	all	or	nothing
   1 their	work	shows	however
   1 their	word	processor	closer
   1 their	word	processing	time
   1 their	word	processing	software
   1 their	word	processing	on
   1 their	used	functions	in
   1 their	usage	days	and
   1 their	usage	days	6
   1 their	study	participation	we
   1 their	software	because	of
   1 their	second	ranking	only
   1 their	preferred	approach	hypothesis
   1 their	preference	for	all
   1 their	personal	usage	given
   1 their	personal	interfaces	they
   1 their	personal	interfaces	the
   1 their	personal	interfaces	is
   1 their	personal	interfaces	in
   1 their	personal	interfaces	h4
   1 their	personal	interfaces	from
   1 their	personal	interfaces	but
   1 their	personal	interfaces	and
   1 their	personal	interfaces	5
   1 their	personal	interface--they	will
   1 their	personal	interface	was
   1 their	personal	interface	to
   1 their	personal	interface	those
   1 their	personal	interface	in
   1 their	personal	interface	histogram
   1 their	personal	interface	h2
   1 their	personal	interface	for
   1 their	personal	interface	exclusively
   1 their	personal	interface	and
   1 their	personal	interface	7
   1 their	perceived	ability	to
   1 their	participation	in	the
   1 their	own	tasks	in
   1 their	own	names	tinkerer
   1 their	own	environment	results
   1 their	overall	preference	for
   1 their	overall	engagement	in
   1 their	only	control	is
   1 their	old	interface	with
   1 their	normal	work	context
   1 their	needs	this	group
   1 their	needs	participants	were
   1 their	needs	analysis	of
   1 their	msword	interface	it
   1 their	interfaces	right	from
   1 their	interfaces	and	times
   1 their	interfaces	according	to
   1 their	interactions	and	responses
   1 their	icon	match	what
   1 their	function	usage	the
   1 their	function	usage	msword
   1 their	first	few	days
   1 their	experience	using	it
   1 their	experience	during	the
   1 their	design	a	common
   1 their	customizations	with	the
   1 their	control	of	the
   1 the--	i	mentioned	this
   1 the	zoom	setting	in
   1 the	wrong	function	non-use
   1 the	work	on	the
   1 the	work	documented	in
   1 the	word	2000--i	really
   1 the	whole	set	comes
   1 the	way	it	is
   1 the	version	of	msword
   1 the	various	forms	of
   1 the	variables	and	our
   1 the	utility	of	an
   1 the	users	personalization	behavior
   1 the	user	would	do
   1 the	user	with	an
   1 the	user	we	introduce
   1 the	user	we	believe
   1 the	user	to	reconfigure
   1 the	user	to	modify
   1 the	user	to	easily
   1 the	user	to	define
   1 the	user	to	accept
   1 the	user	through	graphical
   1 the	user	testing	mentioned
   1 the	user	selects	the
   1 the	user	s	interactions
   1 the	user	s	context
   1 the	user	retains	ultimate
   1 the	user	progressing	through
   1 the	user	population	to
   1 the	user	population	if
   1 the	user	population	available
   1 the	user	perceiving	a
   1 the	user	must	reopen
   1 the	user	more	recent
   1 the	user	more	in
   1 the	user	model	csinger
   1 the	user	is	selecting
   1 the	user	is	forced
   1 the	user	into	the
   1 the	user	interface	we
   1 the	user	interface	design
   1 the	user	in	personalizing
   1 the	user	how	functions
   1 the	user	has	the
   1 the	user	has	an
   1 the	user	has	already
   1 the	user	expects	to
   1 the	user	does	not
   1 the	user	desires	to
   1 the	user	containing	desired
   1 the	user	clicked	on
   1 the	user	by	offloading
   1 the	user	and	that
   1 the	user	adds	many
   1 the	user	accessed	at
   1 the	user	accepting	systemdefined
   1 the	use	of	artificial
   1 the	use	of	a
   1 the	usage	patterns	of
   1 the	usage	days	there
   1 the	upper	levels	of
   1 the	university	of	toronto
   1 the	underlying	user	model
   1 the	underlying	mechanics	is
   1 the	two-interface	aspect	of
   1 the	two	toolbars	questionnaires
   1 the	two	that	s
   1 the	two	satisfied	participants
   1 the	two	main	ways
   1 the	two	leftmost	ranking
   1 the	two	interfaces	with
   1 the	two	interfaces	once
   1 the	two	interfaces	is
   1 the	two	interfaces	in
   1 the	two	interface	designs
   1 the	two	interface	conditions
   1 the	two	conditions	compared
   1 the	translators	who	shared
   1 the	training	wheels	were
   1 the	training	wheels	system
   1 the	traditional	all-in-one	interface
   1 the	trace	of	the
   1 the	trace	of	functions
   1 the	total	time	spent
   1 the	total	number	of
   1 the	topic	more	recent
   1 the	top	of	table
   1 the	top	but	when
   1 the	tools	i	use
   1 the	toolbars	using	msw
   1 the	toolbars	match	my
   1 the	toolbar	was	considered
   1 the	times	when	subjects
   1 the	timely	completion	of
   1 the	time	to	explore
   1 the	time	to	do
   1 the	time	to	add
   1 the	time	that	q1
   1 the	time	spent	in
   1 the	time	so	i
   1 the	time	savings	when
   1 the	time	required	to
   1 the	time	of	the
   1 the	time	i	think
   1 the	time	having	a
   1 the	time	gives	one
   1 the	time	and	dates
   1 the	three-way	rankings	of
   1 the	three	meetings	were
   1 the	third	meeting	was
   1 the	thing	is	for
   1 the	text	of	the
   1 the	task	of	personalizing
   1 the	target	for	the
   1 the	table	we	look
   1 the	system	with	the
   1 the	system	to	assist
   1 the	system	their	only
   1 the	system	provides	adaptation
   1 the	system	is	particularly
   1 the	system	does	the
   1 the	system	based	on
   1 the	surrounding	city	in
   1 the	suggestions	this	moves
   1 the	success	of	the
   1 the	subjects	respectively	did
   1 the	stupid	tree	structure
   1 the	stupid	menu	structure
   1 the	stuff	you	use
   1 the	strong	initial	trigger
   1 the	strategy	adopted	but
   1 the	strategies	adopted	h3
   1 the	steady	state	point
   1 the	static	and	adaptive
   1 the	statements	are	given
   1 the	statement	being	rated
   1 the	state	it	was
   1 the	start	of	the
   1 the	standard	toolbar	and
   1 the	standard	reason	given
   1 the	standard	interface	with
   1 the	standard	features	this
   1 the	standard	features	the
   1 the	standard	all-in-one	style
   1 the	software	version	had
   1 the	software	there	were
   1 the	software	the	majority
   1 the	software	is	easy
   1 the	software	had	been
   1 the	software	figures	1
   1 the	software	do	exactly
   1 the	software	and	not
   1 the	software	and	a
   1 the	skill	adaptive	interface
   1 the	six	possible	rankings
   1 the	simple	effects	found
   1 the	simple	effects	for
   1 the	shortened	menus	but
   1 the	shortcomings	in	the
   1 the	short	version	to
   1 the	short	menu	when
   1 the	short	menu	this
   1 the	short	menu	then
   1 the	short	menu	the
   1 the	short	menu	but
   1 the	seven	participants	who
   1 the	set	of	functions
   1 the	sense	that	it
   1 the	sense	of	power
   1 the	self-reported	measures	the
   1 the	self-reported	measures	from
   1 the	selection	of	each
   1 the	security	blanket	of
   1 the	second	meeting	was
   1 the	second	meeting	the
   1 the	second	meeting	it
   1 the	second	meeting	in
   1 the	second	interface	this
   1 the	second	3	researcher
   1 the	screening	questionnaire	categorizes
   1 the	screen	to	indicate
   1 the	scheduling	if	a
   1 the	scheduled	date	the
   1 the	schedule	were	mostly
   1 the	same	word	processor
   1 the	same	way	i
   1 the	same	user	control
   1 the	same	time	that
   1 the	same	time	adding
   1 the	same	steps	to
   1 the	same	series	of
   1 the	same	outcome	but
   1 the	same	menu	in
   1 the	same	interface	there
   1 the	same	five-point	likert
   1 the	same	extreme	as
   1 the	roughly	six	days
   1 the	role	of	the
   1 the	results	would	be
   1 the	results	to	the
   1 the	results	strongly	favoured
   1 the	results	show	however
   1 the	results	of	this
   1 the	results	of	the
   1 the	results	from	the
   1 the	results	four	threats
   1 the	results	for	these
   1 the	results	4	selection
   1 the	rest	of	the
   1 the	reset	was	undoable
   1 the	researcher	role	counterbalancing
   1 the	researcher	and	each
   1 the	research	include	comparing
   1 the	research	community	lim
   1 the	research	community	given
   1 the	required	vba	code
   1 the	required	degree	of
   1 the	remaining	ranking	orders
   1 the	remaining	hypotheses	which
   1 the	remaining	functions	which
   1 the	remaining	2	weeks
   1 the	relative	ordering	of
   1 the	regular	word	long
   1 the	redesign	of	the
   1 the	reasons	given	earlier
   1 the	reader	is	referred
   1 the	rankings	for	example
   1 the	range	of	0
   1 the	quote	below	is
   1 the	quick	reconstruction	of
   1 the	questionnaires	to	reflect
   1 the	questionnaires	this	acted
   1 the	questionnaires	reminders	for
   1 the	questionnaires	ease	of
   1 the	questionnaire	four	programs
   1 the	quantitative	results	adaptive
   1 the	quantitative	data	to
   1 the	quantitative	data	shows
   1 the	quantitative	data	providing
   1 the	qualitative	questionnaire	and
   1 the	qualitative	nature	of
   1 the	qualitative	feedback	in
   1 the	qualitative	data	approach
   1 the	q3	q4	q5
   1 the	q1	and	q6
   1 the	purposes	of	understanding
   1 the	purposes	of	reducing
   1 the	prototype	to	be
   1 the	prototype	in	the
   1 the	prototype	for	2
   1 the	prototype	by	simply
   1 the	proposed	design	allows
   1 the	promise	of	this
   1 the	program	is	by
   1 the	process	of	personalizing
   1 the	previously	used	and
   1 the	previous	seven	participants
   1 the	previous	modification	table
   1 the	prevalence	of	such
   1 the	post	hoc	pairwise
   1 the	possible	personalization	strategies
   1 the	personalizing	mechanism	was
