  19 the	case	of
   1 to	manual	construction
   1 to	manage	the
   1 to	its	linguistic
   1 to	improve	the
   1 to	identify	the
   1 to	have	from
   1 to	handling	oov
   1 to	handle	were
   1 to	handle	both
   1 to	generate	transformation
   1 to	fite-trt	s
   1 to	fit	the
   1 to	find	out
   1 to	find	an
   1 to	fetch	medical
   1 to	fetch	700
   1 to	establish	mapping
   1 to	end	the
   1 to	dictionarytranslation-only	clir
   1 to	dictionary-translationonly	clir
   1 to	develop	a
   1 to	construct	large
   1 to	complete	the
   1 to	compare	the
   1 to	combat	this
   1 to	characterize	quantitatively
   1 to	capture	the
   1 to	calculate	and
   1 to	better	mt
   1 to	be	translatable
   1 to	be	taken
   1 to	be	largely
   1 to	be	investigated
   1 to	be	held
   1 to	be	good
   1 to	be	corroborated
   1 to	be	available
   1 to	be	at
   1 to	be	accepted
   1 to	avoid	the
   1 to	avoid	several
   1 to	apply	the
   1 to	apply	cf
   1 to	address	the
   1 to	a	language
   1 to	9	characters
   1 to	2	are
   1 to	109	in
   1 to	1	0
   1 tl	we	denote
   1 tl	translation	the
   1 tl	in	the
   1 titles	contain	spanish-english
   1 title	words	n
   1 title	and	need
   1 times	the	frequency
   1 times	collection	the
   1 time	it	would
   1 time	frame	and
   1 tietokone	being	a
   1 tietokone	and	kemoterapia
   1 tieto	and	kone
   1 thus	the	results
   1 thus	require	more
   1 thus	regarded	as
   1 thus	having	a
   1 thus	for	finnish-english
   1 thus	equivalents	in
   1 thumb	for	the
   1 through	unchanged	r
   1 through	transformation	rules
   1 through	pivot	languages
   1 through	intermediate	pivot
   1 through	indirect	translation
   1 through	fite-trt	suggests
   1 through	direct	and
   1 through	a	pivot
   1 thresholds	were	described
   1 thresholds	we	therefore
   1 thresholds	section	2
   1 thresholds	in	the
   1 thresholds	for	example
   1 thresholds	because	trt
   1 thresholds	and	for
   1 three	steps	a
   1 three	criteria	otherwise
   1 three	criteria	are
   1 those	that	the
   1 those	cases	where
   1 thoroughly	in	future
   1 this	would	imply
   1 this	we	developed
   1 this	type	of
   1 this	the	source
   1 this	study	were
   1 this	study	we
   1 this	study	was
   1 this	study	the
   1 this	study	however
   1 this	study	columns
   1 this	string	matching
   1 this	stage	of
   1 this	section	we
   1 this	section	the
   1 this	section	by
   1 this	restriction	was
   1 this	regular	frequency
   1 this	purpose	we
   1 this	process	is
   1 this	problem	we
   1 this	problem	the
   1 this	problem	moving
   1 this	problem	and
   1 this	paper	we
   1 this	means	that
   1 this	list	by
   1 this	list	are
   1 this	is	important
   1 this	is	because
   1 this	deficiency	can
   1 this	by	trt
   1 this	by	sw
   1 this	article	we
   1 this	article	the
   1 this	article	it
   1 this	article	is
   1 this	article	and
   1 this	allows	the
   1 third	step	the
   1 third	form	to
   1 third	component	as
   1 third	and	fourth
   1 they	were	thus
   1 they	share	the
   1 they	need	not
   1 they	can	be
   1 they	are	rare
   1 they	also	utilized
   1 these	words	we
   1 these	types	of
   1 these	translation	equivalents
   1 these	test	key
   1 these	terms	are
   1 these	steps	do
   1 these	keys	directed
   1 these	findings	suggest
   1 these	findings	are
   1 these	documents	was
   1 these	comparison	experiments
   1 these	cases	the
   1 these	100	target
   1 therefore	similar	in
   1 therefore	fite-trt	performance
   1 therefore	expect	that
   1 thereby	increase	translation
   1 there	were	only
   1 there	were	more
   1 there	were	in
   1 there	were	81
   1 there	was	a
   1 there	is	still
   1 there	is	some
   1 there	is	a
   1 there	are	two
   1 there	are	situations
   1 there	are	more
   1 there	are	mixed
   1 there	are	exactly
   1 there	are	correct
   1 there	are	at
   1 there	are	5
   1 there	are	10
   1 therapeia	and	albeit
   1 then	we	characterize
   1 then	uses	the
   1 then	translation	recall
   1 then	the	first
   1 then	the	algorithm
   1 then	run	on
   1 then	regular	character
   1 then	is	ranked
   1 then	in	steps
   1 then	dft	tw
   1 then	df	s
   1 then	basically	the
   1 them	is	translated
   1 them	for	native
   1 them	as	the
   1 their	present	languages
   1 their	morphological	or
   1 their	frequency	distribution
   1 their	frequencies	in
   1 their	finnish	equivalents
   1 their	english	equivalents
   1 their	degree	of
   1 their	context	characters
   1 their	context	al-onaizan
   1 the	words	were
   1 the	words	medicine
   1 the	words	leucocytic
   1 the	words	have
   1 the	words	do
   1 the	words	are
   1 the	word	tw
   1 the	word	form
   1 the	wilcoxon	test
   1 the	wilcoxon	signed
   1 the	web	we
   1 the	web	varied
   1 the	web	using
   1 the	web	this
   1 the	web	recall
   1 the	web	mining
   1 the	web	document
   1 the	viewpoint	of
   1 the	values	of
   1 the	value	2
   1 the	utaclir	baseline
   1 the	usual	notation
   1 the	university	of
   1 the	two	highest
   1 the	trt	rules
   1 the	trt	rule
   1 the	trt	processes
   1 the	trt	part
   1 the	trt	generated
   1 the	trt	direct
   1 the	trec	collection
   1 the	transliteration	approach
   1 the	translation	technique
   1 the	translation	routes
   1 the	translation	process
   1 the	translation	probabilities
   1 the	transformation	rule
   1 the	training	data
   1 the	total	size
   1 the	topics	were
   1 the	topics	the
   1 the	topics	are
   1 the	top	word
   1 the	titles	contain
   1 the	title	words
   1 the	title	and
   1 the	thresholds	we
   1 the	third	step
   1 the	third	form
   1 the	third	and
   1 the	tests	the
   1 the	test	terminology
   1 the	test	system
   1 the	test	requests
   1 the	test	queries
   1 the	test	it
   1 the	terms	were
   1 the	terms	cross-lingual
   1 the	term	fuzzy
   1 the	technique	is
   1 the	technique	called
   1 the	technique	also
   1 the	target	df
   1 the	target	corpus
   1 the	tables	the
   1 the	system	however
   1 the	syn-operator	in
   1 the	syn-operator	are
   1 the	supplementation	of
   1 the	sum	frequency
   1 the	sub-webs/word	frequency
   1 the	style	of
   1 the	study	the
   1 the	study	conducted
   1 the	stopping	point
   1 the	spanish-english	experiments
   1 the	spanish	terms
   1 the	spanish	source
   1 the	spanish	portion
   1 the	spanish	clef
   1 the	spanish	bioterm
   1 the	spanish	and
   1 the	source	test
   1 the	source	substring
   1 the	source	pivot
   1 the	source	languages
   1 the	source	corpus
   1 the	skipgram	experiments
   1 the	sixth	step
   1 the	similarity	of
   1 the	similarity	feature
   1 the	short	words
   1 the	short	word
   1 the	seven	words
   1 the	sets	oov-utaclir-spa-eng
   1 the	sets	according
   1 the	set	contained
   1 the	sentential	context
   1 the	selection	of
   1 the	second	test
   1 the	second	step
   1 the	second	pair
   1 the	second	one
   1 the	second	is
   1 the	second	intermediate
   1 the	second	highest
   1 the	second	equivalent
   1 the	second	direct
   1 the	second	component
   1 the	second	collection
   1 the	second	candidate
   1 the	search	engine
   1 the	script	language
   1 the	same	trends
   1 the	same	terms
   1 the	same	steps
   1 the	same	pattern
   1 the	same	meaning
   1 the	same	general
   1 the	same	finnish/spanish
   1 the	same	and
   1 the	rules	such
   1 the	rules	for
   1 the	rules	available
   1 the	rules	are
   1 the	rule	occurs
   1 the	rule	is
   1 the	rule	in
   1 the	retrieval	experiments
   1 the	results	were
   1 the	results	show
   1 the	results	reported
   1 the	results	indicated
   1 the	result	is
   1 the	rest	of
   1 the	respective	languages
   1 the	researchers	also
   1 the	researcher	is
   1 the	research	questions
   1 the	research	problems
   1 the	required	pattern
   1 the	removal	of
   1 the	relevant	rules
   1 the	relative	word
   1 the	relative	sizes
   1 the	relative	frequency
   1 the	relative	document
   1 the	relationship	tw
   1 the	rel-wf	formula
   1 the	rel-df/rel-wf	functions
   1 the	recall	for
   1 the	range	defined
   1 the	question	of
   1 the	query	the
   1 the	query	script
   1 the	queries	where
   1 the	queries	were
   1 the	program	because
   1 the	production	of
   1 the	process	would
   1 the	process	all
   1 the	procedure	test-cand
   1 the	procedure	pivot-trans
   1 the	procedure	generates
   1 the	procedure	direct-trans
   1 the	problem	of
   1 the	probability	of
   1 the	primary	cause
   1 the	present	stage
   1 the	present	research
   1 the	present	article--is
   1 the	preliminary	tests
   1 the	precision	values
   1 the	precise	equivalents
   1 the	practical	ir
   1 the	pivot	language
   1 the	performance	level
   1 the	percentage	of
   1 the	other	word
   1 the	other	translations
   1 the	other	domains
   1 the	other	cci
   1 the	original	english
   1 the	order	of
   1 the	one	correct
   1 the	occurrences	of
   1 the	numbers	of
   1 the	novel	fite-trt
   1 the	notations	and
   1 the	next	main
   1 the	need	to
   1 the	native	spanish
   1 the	native	source
   1 the	n-gram	technique
   1 the	most	common
   1 the	more	similar
   1 the	mixed	language
   1 the	middle	of
   1 the	medline	collection
   1 the	meaning	that
   1 the	mean	length
   1 the	main	features
   1 the	main	differences
   1 the	main	criteria
   1 the	main	advantage
   1 the	lowest	recall
   1 the	longest	subsequence
   1 the	literature	for
   1 the	lists	have
   1 the	list	r
   1 the	letter	k
   1 the	letter	c
   1 the	length	factor
   1 the	length	criteria
   1 the	left	side
   1 the	lcs/mwl	values
   1 the	latter	case
   1 the	larger	coverage
   1 the	language	than
   1 the	language	in
   1 the	language	for
   1 the	lack	of
   1 the	keys	within
   1 the	issue	needs
   1 the	intermediate	translation
   1 the	inquery	retrieval
   1 the	information	retrieval
   1 the	inflected	keys
   1 the	idea	of
   1 the	history	of
   1 the	highest	ranking
   1 the	higher	quality
   1 the	higher	performance
   1 the	higher	degree
   1 the	high	number
   1 the	grey	shaded
   1 the	google	search
   1 the	good	quality
   1 the	generated	rules
   1 the	generated	rule
   1 the	generated	digrams
   1 the	fuzzy	translation
   1 the	function	tw-len-ok
   1 the	function	trt-frank
   1 the	function	rel-wf
   1 the	function	rel-df
   1 the	function	freqpattern-ok
   1 the	frequency-ranked	list
   1 the	frequency-based	ranking
   1 the	frequency	patterns
   1 the	frequency	pattern
   1 the	frequency	list
   1 the	frequency	data
   1 the	frequency	corpus
   1 the	frequencies	of
   1 the	frequencies	between
   1 the	fourth	step
   1 the	four	test
   1 the	following	two
   1 the	following	research
   1 the	following	queries
   1 the	following	parameters
   1 the	following	definition
   1 the	following	1
   1 the	five	words
   1 the	fite-trt	technique--a
   1 the	fite-trt	research
   1 the	fite-trt	queries
   1 the	fite-trt	effectiveness
   1 the	fite-trt	and
   1 the	fite	technique--the
   1 the	fite	method
   1 the	first-ranked	components
   1 the	first	two
   1 the	first	study
   1 the	first	step
   1 the	first	results
   1 the	first	pivot
   1 the	first	pass
   1 the	first	pair
   1 the	first	one
   1 the	first	form
   1 the	first	collection
   1 the	first	candidates
   1 the	finnishenglish	transformation
   1 the	finnish-english	rule
   1 the	finnish	words
   1 the	finnish	terms
   1 the	finnish	set
   1 the	findings	section
   1 the	findings	of
   1 the	find-equivalent	algorithm
   1 the	final	spanish
   1 the	file	the
   1 the	figure	describes
   1 the	fifth	step
   1 the	fetched	documents
   1 the	failures	of
   1 the	experiments	dictionarybased
   1 the	experiments	and
   1 the	experimental	results
   1 the	existing	lists
   1 the	equivalents	were
   1 the	equivalents	the
   1 the	equivalents	belong
   1 the	equivalents	are
   1 the	equivalent	tends
   1 the	equivalent	of
   1 the	equivalent	is
   1 the	equivalent	identification
   1 the	equivalent	binding
   1 the	equivalent	based
   1 the	english	words
   1 the	english	than
   1 the	english	terms
   1 the	english	sub-web
   1 the	english	list
   1 the	english	equivalent
   1 the	english	and
   1 the	empirical	experiments
   1 the	elements	of
   1 the	efficiency	issues
   1 the	direction	and
   1 the	direct	trt
   1 the	different	sizes
   1 the	dictionary	construction
   1 the	dfs	of
   1 the	df	of
   1 the	development	of
   1 the	derivatives	of
   1 the	definitions	below
   1 the	database	index
   1 the	data	for
   1 the	data	consisted
   1 the	data	are
   1 the	criteria	are
   1 the	costs	of
   1 the	cost	of
   1 the	cost	benefits
   1 the	corresponding	words
   1 the	core	of
   1 the	context	fite
   1 the	construction	of
   1 the	conditions	where
   1 the	comparable	categories
   1 the	combined	technique
   1 the	combined	document
   1 the	coefficient	was
   1 the	coefficient	values
   1 the	coefficient	value
   1 the	coefficient	is
   1 the	closer	to
   1 the	choice	between
   1 the	character	combination
   1 the	cfs	and/or
   1 the	cases	where
   1 the	cases	of
   1 the	case	where
   1 the	better	effectiveness
   1 the	best	oov
   1 the	best	matches
   1 the	best	fuzzy
   1 the	bayesian	inference
   1 the	basic	idea
   1 the	baseline	where
   1 the	baseline	queries
   1 the	average	values
   1 the	average	of
   1 the	average	number
   1 the	average	lcs/mwls
   1 the	automatic	method
   1 the	automatic	construction
   1 the	associated	frequencies
   1 the	applied	thresholds
   1 the	appendix	the
   1 the	and-operator	and
   1 the	analyzer	was
   1 the	ambiguity	of
   1 the	alternatives	and
   1 the	altavista	search
   1 the	algorithm	the
   1 the	algorithm	is
   1 the	algorithm	findequivalent
   1 the	actual	experiments
   1 the	actual	equivalents
   1 that	would	be
   1 that	when	a
   1 that	web	gives
   1 that	trt	often
   1 that	translation	recall
   1 that	there	were
   1 that	there	is
   1 that	the	target
   1 that	the	rule
   1 that	the	lcs/mwl
   1 that	the	df
   1 that	the	costs
   1 that	the	contribution
   1 that	the	best
   1 that	the	analyzer
   1 that	that	the
   1 that	spanish-english	fite-trt
   1 that	some	oov
   1 that	rel-df	and
   1 that	recall	values
   1 that	plain	trt
   1 that	only	urls
   1 that	none	of
   1 that	no	phonetic
   1 that	it	was
   1 that	it	can
   1 that	is	worth
   1 that	is	not
   1 that	in	these
   1 that	if	tw
   1 that	if	sw
   1 that	high	translation
   1 that	gives	the
   1 that	for	many
   1 that	for	finnish
   1 that	for	both
   1 that	for	bio-terms
   1 that	fitetrt	with
   1 that	fitetrt	achieves
   1 that	fite-trt	can
   1 that	finnish-english	fite-trt
   1 that	except	for
   1 that	digrams	formed
   1 that	did	not
   1 that	contained	the
   1 that	contain	the
   1 that	are	transformed
   1 that	are	not
   1 that	are	indicated
   1 that	appeared	in
   1 that	allows	efficient
   1 that	after	the
   1 that	a	technique
   1 that	a	rule
   1 thanks	to	two
   1 thanks	to	fite-trt
   1 than	the	source
   1 than	the	second
   1 than	the	other
   1 than	the	frequency
   1 than	the	english
   1 than	the	dfs
   1 than	spanishenglish	queries
   1 than	retrieval	systems
   1 than	real	words
   1 than	plain	trt
   1 than	oov	keys
   1 than	one	correct
   1 than	for	finnish-english
   1 than	fite-trt	queries
   1 than	finnish-english	the
   1 than	finnish-english	fite-trt
   1 than	finnish	list
   1 than	due	to
   1 than	digrams	and
   1 than	basic	dictionary-based
   1 than	a	noun
   1 than	40	word
   1 texts	found	in
   1 texts	containing	inflectional
   1 texts	and	real
   1 text-based	web	browser
   1 text	the	equivalents
   1 text	the	clir
   1 tests	we	translated
   1 tests	the	identification
   1 tests	the	coefficient
   1 tested	using	biological
   1 tested	in	the
   1 tested	in	cross-language
   1 tested	for	spanish-english
   1 tested	for	significance
   1 tested	against	the
   1 test-cand	if	the
   1 test	words	we
   1 test	words	translation
   1 test	words	then
   1 test	words	their
   1 test	words	section
   1 test	words	for
   1 test	words	describes
   1 test	words	among
   1 test	word	set
   1 test	topics	a
   1 test	terminology	used
   1 test	takes	into
   1 test	system	was
   1 test	situations	table
   1 test	requests	only
   1 test	queries	was
   1 test	key	sets
   1 test	it	is
   1 test	data	we
   1 test	conover	1980
   1 test	conditions	the
   1 test	collection	utaclir
   1 terms	were	translated
   1 terms	were	selected
   1 terms	was	gathered
   1 terms	the	topics
   1 terms	the	second
   1 terms	n	89
   1 terms	into	english
   1 terms	in	the
   1 terms	in	different
   1 terms	in	accordance
   1 terms	however	for
   1 terms	formed	the
   1 terms	are	called
   1 terms	and	proper
   1 terminology	used	in
   1 term	pairs	in
   1 term	fuzzy	translation
   1 tends	to	be
   1 technique--the	focus	of
   1 technique--a	novel	oov
   1 technique	which	is
   1 technique	transitive	translation
   1 technique	the	set
   1 technique	provides	crosslingual
   1 technique	performed	better
   1 technique	may	be
   1 technique	may	achieve
   1 technique	keskustalo	et
   1 technique	its	effectiveness
   1 technique	its	background
   1 technique	is	fundamentally
   1 technique	is	different
   1 technique	is	described
   1 technique	is	applied
   1 technique	is	a
   1 technique	in	more
   1 technique	in	clir
   1 technique	for	the
   1 technique	constructs	digrams
   1 technique	based	on
   1 technique	also	reliably
   1 technique	addresses	this
   1 technique	4	1
   1 technical	terms	cross-lingual
   1 technical	terms	and
   1 technical	mainly	biological
   1 teacher	of	spanish
   1 task	given	enough
   1 target	words	lcs/mwl
   1 target	word	tw
   1 target	languages	in
   1 target	languages	as
   1 target	language	wordlist
   1 target	language	tws
   1 target	language	translation
   1 target	language	tl
   1 target	language	through
   1 target	language	text
   1 target	language	pages
   1 target	language	for
   1 target	language	fails
   1 target	language	equivalents
   1 target	language	equivalent
   1 target	language	english
   1 target	language	documents
   1 target	language	corpora
   1 target	language	collection
   1 target	language	characters
   1 target	language	and
   1 target	df	of
   1 target	corpus	is
   1 tampere	we	devised
   1 tampere	hedlund	et
   1 takes	into	account
   1 taken	from	the
   1 tables	the	statistical
   1 tables	ix	xi
   1 tables	ix	x
   1 table	xii	also
   1 table	xi	shows
   1 table	xi	in
   1 table	x	all
   1 table	viii	there
   1 table	viii	presents
   1 table	viii	for
   1 table	vii	the
   1 table	vii	shows
   1 table	vi	shows
   1 table	vi	reports
   1 table	v	that
   1 table	v	shows
   1 table	iv	tw-len-ok
   1 table	iv	it
   1 table	iii	illustrates
   1 table	ii	trt-frank
   1 table	ii	shows
   1 table	ii	is
   1 table	ii	in
   1 table	i	shows
   1 table	i	each
   1 table	i	also
   1 t	tw	tl
   1 t	true	if
   1 t	then	dft
   1 t	the	magnitude
   1 t	the	elements
   1 t	table	ii
   1 t	s	wft
   1 t	rel-wf	tw
   1 t	l	strict
   1 t	is	denoted
   1 t	is	at
   1 t	is	a
   1 t	freq-pattern-ok	twi
   1 t	for	the
   1 t	definition	3
   1 t	by	wft
   1 t	by	dft
   1 t	and	after
   1 t	a	target
   1 t	3	gives
   1 systems	where	automatic
   1 systems	than	retrieval
   1 systems	in	particular
   1 systematic	and	hence
   1 system-oriented	measure	while
   1 system	was	the
   1 system	the	effectiveness
   1 system	last	we
   1 system	however	in
   1 system	developed	in
   1 system	based	on
   1 system	as	test
   1 system	and	the
   1 system	an	automatic
   1 system	allan	et
   1 syntactic	structures	meng
   1 syn-operator	in	skipgram
   1 syn-operator	as	described
   1 syn-operator	are	treated
   1 syn-operator	all	inflected
   1 swedish	performance	changes
   1 sw	we	obtain
   1 sw	using	the
   1 sw	true	if
   1 sw	the	word
   1 sw	the	coefficient
   1 sw	t	the
   1 sw	t	s
   1 sw	sl	tl
   1 sw	note	that
   1 sw	its	length
   1 sw	if	the
   1 sw	does	not
   1 sw	6	true
   1 sw	5	true
   1 sw	3	and
   1 sw	2	and
   1 sw	10	true
   1 sw	10	false
   1 sw	0	if
   1 supplementation	of	rule
   1 summary	we	run
   1 summarizing	in	figure
   1 sum	frequency	over
   1 suited	for	investigating
   1 suggests	that	the
   1 suggests	that	it
   1 suggest	that	that
   1 such	that	fite-trt
   1 such	factors	as
   1 such	a	value
   1 such	a	list
   1 successful	then	the
   1 substring	of	the
   1 substantially	higher	in
   1 substantial	the	lowest
   1 substantial	for	spanish-english
   1 substantial	for	both
   1 subset	of	the
   1 subsequence	of	characters
   1 subsequence	divided	by
   1 subsection	5	2
   1 subsection	5	1
   1 sub-webs/word	frequency	lists
   1 sub-webs	in	the
   1 sub-web	the	word
   1 style	of	their
   1 study	were	generated
   1 study	we	first
   1 study	was	not
   1 study	the	translated
   1 study	the	lists
   1 study	indirect	fuzzy
   1 study	however	we
   1 study	conducted	by
   1 study	columns	4
   1 study	by	using
   1 studied	trt	in
   1 studied	how	effective
   1 structures	meng	et
   1 structured	using	inquery
   1 structured	using	a
   1 structure	and	other
   1 string	nil	is
   1 string	matching	technique
   1 string	in	the
   1 strictly	the	thresholds
   1 strict	sw	notational
   1 strict	rule	frequency
   1 strict	confidence	factor
   1 stopping	point	of
   1 still	substantial	the
   1 still	selected	as
   1 still	one	clir-related
   1 still	have	not
   1 still	be	improved
   1 steps	do	not
   1 steps	b	and
   1 steps	are	repeated
   1 steps	a	c
   1 step	word	frequency
   1 step	urls	were
   1 step	the	url
   1 step	the	actual
   1 step	in	the
   1 step	direct	and
   1 step	a	direct
   1 statistics	were	collected
   1 statistics	and	syntactic
   1 statistically	significant	at
   1 statistical	technique	for
   1 statistical	significance	of
   1 statistical	significance	is
   1 statistical	mt	the
   1 statistical	mt	bigram
   1 statistical	information	were
   1 statistical	equivalent	identification
   1 standpoint	the	probability
   1 standard	evaluation	measure
   1 standard	deviation	figures
   1 stage	where	documents
   1 spoken	document	retrieval
   1 split	into	digrams
   1 sperer	and	oard
   1 spelling	variation	between
   1 spelling	variants--as	german
   1 spelling	variants	which
   1 spelling	variants	we
   1 spelling	variants	was
   1 spelling	variants	translation
   1 spelling	variants	skipgrams
   1 spelling	variants	on
   1 spelling	variants	in
   1 spelling	variants	for
   1 spelling	variants	equivalent
   1 spelling	variant	oov
   1 spelling	variant	and
   1 spelling	a	native
   1 specified	as	algorithm
   1 speaker	and	has
   1 speaker	a	university
   1 spaweb	1	we
   1 spanishenglish	than	finnish-english
   1 spanishenglish	queries	due
   1 spanish/finnish	words	as
   1 spanish/bio-terms/web	there	were
   1 spanish-german	spanish-french	german-english
   1 spanish-french	german-english	and
   1 spanish-english/skipgram/2	and	finnish-english/trt
   1 spanish-english	trt	in
   1 spanish-english	table	x
   1 spanish-english	spelling	variants
   1 spanish-english	spanish-german	spanish-french
   1 spanish-english	rule	collection
   1 spanish-english	recall	is
   1 spanish-english	in	the
   1 spanish-english	fite-trt	reaches
   1 spanish-english	fite-trt	queries
   1 spanish-english	fite-trt	for
   1 spanish-english	fite-trt	did
   1 spanish-english	fite-trt	achieves
   1 spanish-english	fite-trt	achieved
   1 spanish-english	experiments	in
   1 spanish-english	bio-terms	direct
   1 spanish-english	and	in
   1 spanish-english	and	0
   1 spanish-english	about	26
   1 spanish	words	the
   1 spanish	word	set
   1 spanish	word	biosintesis
   1 spanish	word	bacteria
   1 spanish	topics	were
   1 spanish	the	use
   1 spanish	the	researcher
   1 spanish	the	combined
   1 spanish	terms	formed
   1 spanish	speaker	a
   1 spanish	portion	of
   1 spanish	oov	word
   1 spanish	inflected	words
   1 spanish	clef	topics
   1 spanish	bioterm	omnivoro
   1 spanish	and	0
   1 spanish	89	53
   1 spanish	386	000
   1 source	words--may	be
   1 source	words	where
   1 source	words	we
   1 source	words	translated
   1 source	words	then
   1 source	words	obtained
   1 source	words	indication
   1 source	words	equivalents
   1 source	words	as
   1 source	words	are
   1 source	word/equivalent	pairs
   1 source	word	was
   1 source	word	the
   1 source	word	s
   1 source	word	may
   1 source	word	it
   1 source	word	fraccionamiento
   1 source	word	found
   1 source	word	either
   1 source	word	contains
   1 source	word	but
   1 source	word	are
   1 source	word	and
   1 source	what	is
   1 source	test	words
   1 source	substring	of
   1 source	r	what
   1 source	pivot	and
   1 source	languages	with
   1 source	languages	the
   1 source	language	words--the
   1 source	language	wordlist
   1 source	language	test
   1 source	language	into
   1 source	fitetrt	may
   1 source	corpus	which
   1 source	and	by
   1 sorted	by	document
   1 sophisticated	trt	program
   1 some	word	of
   1 some	word	in
   1 some	source	word/equivalent
   1 some	resemblance	to
   1 some	oov	words
   1 some	of	which
   1 some	notational	conventions
   1 some	it	is
   1 some	corpus	frequencies
   1 solved	by	augmenting
   1 solution	then	basically
   1 solution	for	this
   1 so	that	only
   1 smaller	translation	set
   1 small	the	identification
   1 small	it	was
   1 small	0	2447
   1 slightly	in	spelling
   1 slight	in	toivonen
   1 sl-	tl	translation
   1 sl	word	sw
   1 sl	tl	a
   1 sl	sw	sl
   1 sl	be	a
   1 skipped	characters	the
   1 skipgrams	with	two
   1 skipgrams	with	five
   1 skipgrams	with	cci
   1 skipgram	queries	plain
   1 skipgram	keskustalo	et
   1 skipgram	experiments	each
   1 sizes	of	utaclir
   1 sizes	of	the
   1 size	of	these
   1 sixth	step	word
   1 situations	where	the
   1 situations	table	viii
   1 site	represented	in
   1 site	documents	at
   1 singular	base	forms
   1 since	trt	with
   1 since	the	topics
   1 since	the	cases
   1 since	rel-df	fraccionamiento
   1 since	it	is
   1 simple	measure	of
   1 similarity	with	respect
   1 similarity	of	the
   1 similarity	feature	used
   1 similar	to	transliteration
   1 similar	the	words
   1 similar	in	the
   1 similar	cases	as
   1 significantly	better	than
   1 significant	only	at
   1 significant	in	comparison
   1 significant	at	p
   1 significance	of	the
   1 significance	is	indicated
   1 significance	by	the
   1 signed	rank	test
   1 side	of	the
   1 shows	the	total
   1 shows	the	results
   1 shows	the	performance
   1 shows	the	number
   1 shows	the	document
   1 shows	that	the
   1 shows	that	spanish-english
   1 shows	significantly	better
   1 shown	that	fitetrt
   1 shown	in	sections
   1 showed	that	the
   1 showed	that	in
   1 showed	that	high
   1 showed	that	for
   1 showed	that	depending
   1 show	the	performance
   1 show	that	the
   1 show	significantly	better
   1 show	in	this
   1 show	clir	performance
   1 should	involve	approximate
   1 should	be	noted
   1 short	words	within
   1 short	words	were
   1 short	words	the
   1 short	word	restriction
   1 short	4-letter	spelling
   1 shared	by	two
   1 share	the	same
   1 share	of	them
   1 shaded	area	fite-trt
   1 several	long	function
   1 several	language	pairs
   1 several	fuzzy	translation/matching
   1 several	character	sequence
   1 several	approaches	to
   1 several	alternatives	like
   1 seven	words	for
   1 seven	words	equivalents
   1 sets	using	the
   1 sets	trec	genomics
   1 sets	there	were
   1 sets	the	intermediate
   1 sets	oov-utaclir-spa-eng	and
   1 sets	of	transformation
   1 sets	of	test
   1 sets	indication	precision
   1 sets	due	to
   1 sets	corresponding	to
   1 sets	containing	both
   1 sets	contained	five
   1 sets	contained	both
   1 sets	by	means
   1 sets	because	the
   1 sets	because	of
   1 sets	are	often
   1 sets	are	here
   1 sets	and	translation
   1 sets	and	at
   1 sets	according	to
   1 sets	a	list
   1 set	were	further
   1 set	there	was
   1 set	the	coefficient
   1 set	that	contained
   1 set	of	trt
   1 set	of	transformation
   1 set	of	possible
   1 set	of	native
   1 set	of	an
   1 set	its	elements
   1 set	if	there
   1 set	for	the
   1 set	contains	the
   1 set	containing	the
   1 set	contained	the
   1 set	contained	98
   1 set	both	contained
   1 set	because	the
   1 set	at	3--on
   1 set	at	10
   1 set	as	can
   1 set	a	source
   1 set	53	oov
   1 served	as	an
   1 serve	as	intermediate
   1 sequence	variants	and
   1 sentential	context	of
   1 sensible	to	use
   1 sensible	to	study
   1 selection	of	training
   1 selection	of	intermediate
   1 selection	feature	a
   1 selection	criterion	is
   1 selected	spanish-english	and
   1 selected	from	texts
   1 selected	for	lcs/mwl
   1 selected	for	a
   1 select	the	rules
   1 select	the	most
   1 seen	that	there
   1 seen	that	for
   1 seen	for	example
   1 seen	as	a
   1 seem	sensible	to
   1 see	the	definitions
   1 see	that	the
   1 see	section	4
   1 see	notational	conventions
   1 see	below	in
   1 sections	in	the
   1 section	we	present
   1 section	the	spanish
   1 section	by	summarizing
   1 section	6	contains
   1 section	5	the
   1 section	5	presents
   1 section	4	section
   1 section	4	3
   1 section	4	2
   1 section	4	1
   1 section	3	we
   1 section	3	and
   1 section	2	we
   1 section	2	presents
   1 section	2	if
   1 second	test	word
   1 second	step	urls
   1 second	pair	chemotherapy-kemoterapia
   1 second	one	adds
   1 second	is	selected
   1 second	intermediate	language
   1 second	highest	ranking
   1 second	form	meets
   1 second	form	fraccionamento
   1 second	equivalent	candidate
   1 second	direct	route
   1 second	component	passes
   1 second	collection	was
   1 second	candidate	word
   1 searcher	scanning	further
   1 searcher	gives	query
   1 searched	for	from
   1 search	engine	which
   1 search	engine	the
   1 search	engine	may
   1 search	engine	and
   1 script	language	english/finnish/german/spanish
   1 script	described	in
   1 script	based	on
   1 scans	down	and
   1 scanning	further	down
   1 scan	4	the
   1 say	10	languages
   1 saved	in	a
   1 sanderson	2001	lehtokangas
   1 same	trends	hold
   1 same	terms	n
   1 same	steps	are
   1 same	pattern	holds
   1 same	meaning	the
   1 same	general	problem
   1 same	finnish/spanish	source
